"","Species","Scientific","Old_LongTerm","Old_Current","Old_Range","Old_Priority","New_LongTerm","New_Current","New_Range","New_Priority","longtermlci","longtermmean","longtermrci","currentslopelci","currentslopemean","currentsloperci","rangelci","rangemean","rangerci","Change_LongTerm","Change_Current","Change_Range","Change_Priority","Cat_LongTerm","Cat_Current","Cat_Range","Cat_Priority","First_Category"
"380","Greater Painted-Snipe","Rostratula benghalensis","Trend Inconclusive","Stable","Large","Low","Trend Inconclusive","Trend Inconclusive","Very Large","Low",-49.8182474572417,-35.4415877059642,-19.2083758279832,-2.43650010559725,-1.2472248535769,-0.0579496015565546,1171999,1172848,1173697,"Trend Inconclusive","<span style='color:black' title='(-2.4, -1.2, -0.1) [Threshold: NA]'>Stable → Trend Inconclusive</span>","<span style='color:blue' title='(1,171,999, 1,172,848, 1,173,697) [Threshold: x>1,000,000]'>Large → Very Large</span>","Low",NA,NA,NA,"Low","Low"
"381","Bronze-winged Jacana","Metopidius indicus","Trend Inconclusive","Stable","Very Large","Low","Increase","Stable","Very Large","Low",27.574182780668,55.018093879521,87.290446172945,-0.68468695990621,0.709512569370964,2.10371209864814,1245114,1245606,1246098,"<span style='color:blue' title='(27.6, 55.0, 87.3) [Threshold: 50>x>25]'>Trend Inconclusive → Increase</span>","Stable","Very Large","Low",NA,NA,NA,"Low","Low"
"382","Common Snipe","Gallinago gallinago","Trend Inconclusive","Trend Inconclusive","Large","Low","Trend Inconclusive","Decline","Large","Low",-54.6411937696671,-38.5716265729334,-18.1053561223587,-4.65253756737838,-2.98036196301689,-1.3081863586554,733677,733677,733677,"Trend Inconclusive","<span style='color:red' title='(-4.7, -3.0, -1.3) [Threshold: -2.7<x<-1.1]'>Trend Inconclusive → Decline</span>","Large","Low",NA,NA,NA,"Low","Low"
"383","Asian Openbill","Anastomus oscitans","Increase","Trend Inconclusive","Very Large","Low","Rapid Increase","Stable","Very Large","Low",65.705600665105,90.32522834853,120.84081136827,-1.44347041414605,-0.584077642560369,0.275315129025313,1990797,1991273,1991749,"<span style='color:blue' title='(65.7, 90.3, 120.8) [Threshold: x>50]'>Increase → Rapid Increase</span>","<span style='color:blue' title='(-1.4, -0.6, 0.3) [Threshold: None]'>Trend Inconclusive → Stable</span>","Very Large","Low",NA,NA,NA,"Low","Low"
"384","Painted Stork","Mycteria leucocephala","Stable","Decline","Very Large","Low","Trend Inconclusive","Trend Inconclusive","Very Large","Low",7.16794275932099,24.720543573896,43.832998005491,-2.42126956712757,-1.505030292069,-0.588791017010435,1524733,1525243,1525753,"<span style='color:black' title='(7.2, 24.7, 43.8) [Threshold: NA]'>Stable → Trend Inconclusive</span>","<span style='color:black' title='(-2.4, -1.5, -0.6) [Threshold: NA]'>Decline → Trend Inconclusive</span>","Very Large","Low",NA,NA,NA,"Low","Low"
"385","Oriental Darter","Anhinga melanogaster","Trend Inconclusive","Stable","Very Large","Low","Increase","Trend Inconclusive","Very Large","Low",39.766174302946,61.125914375318,85.367106544268,0.962771404705703,2.20928422370049,3.45579704269527,1408985,1409526,1410067,"<span style='color:blue' title='(39.8, 61.1, 85.4) [Threshold: 50>x>25]'>Trend Inconclusive → Increase</span>","<span style='color:black' title='(1.0, 2.2, 3.5) [Threshold: NA]'>Stable → Trend Inconclusive</span>","Very Large","Low",NA,NA,NA,"Low","Low"
"386","Little Cormorant","Microcarbo niger","Increase","Stable","Very Large","Low","Rapid Increase","Trend Inconclusive","Very Large","Low",55.827577792455,69.393596205762,83.839454858488,0.0827098605711161,0.660482116918471,1.23825437326583,2426783,2427135,2427487,"<span style='color:blue' title='(55.8, 69.4, 83.8) [Threshold: x>50]'>Increase → Rapid Increase</span>","<span style='color:black' title='(0.1, 0.7, 1.2) [Threshold: NA]'>Stable → Trend Inconclusive</span>","Very Large","Low",NA,NA,NA,"Low","Low"
"387","Great Cormorant","Phalacrocorax carbo","Trend Inconclusive","Stable","Very Large","Low","Increase","Stable","Very Large","Low",26.787726952899,46.516071046483,66.178499861237,-0.185130722715583,0.705282072986082,1.59569486868775,1602019,1602544,1603069,"<span style='color:blue' title='(26.8, 46.5, 66.2) [Threshold: 50>x>25]'>Trend Inconclusive → Increase</span>","Stable","Very Large","Low",NA,NA,NA,"Low","Low"
"388","Indian Cormorant","Phalacrocorax fuscicollis","Increase","Trend Inconclusive","Very Large","Low","Rapid Increase","Trend Inconclusive","Very Large","Low",107.343672120458,134.475016247948,170.020833735722,-1.25149991714372,-0.601886385456207,0.0477271462313014,1755248,1755817,1756386,"<span style='color:blue' title='(107.3, 134.5, 170.0) [Threshold: x>50]'>Increase → Rapid Increase</span>","Trend Inconclusive","Very Large","Low",NA,NA,NA,"Low","Low"
"389","Black Bittern","Botaurus flavicollis","Trend Inconclusive","Trend Inconclusive","Large","Low","Stable","Stable","Large","Low",-37.6592240305084,-17.815128749909,10.340502063497,-3.45908253702654,-1.65661537685911,0.145851783308324,445732,446348,446964,"<span style='color:blue' title='(-37.7, -17.8, 10.3) [Threshold: None]'>Trend Inconclusive → Stable</span>","<span style='color:blue' title='(-3.5, -1.7, 0.1) [Threshold: None]'>Trend Inconclusive → Stable</span>","Large","Low",NA,NA,NA,"Low","Low"
"390","Yellow Bittern","Botaurus sinensis","Trend Inconclusive","Trend Inconclusive","Large","Low","Trend Inconclusive","Stable","Large","Low",9.359237970991,44.964809990872,96.447766373325,-2.41493924868851,-1.0466938454307,0.3215515578271,512828,513447,514066,"Trend Inconclusive","<span style='color:blue' title='(-2.4, -1.0, 0.3) [Threshold: None]'>Trend Inconclusive → Stable</span>","Large","Low",NA,NA,NA,"Low","Low"
"391","Little Egret","Egretta garzetta","Trend Inconclusive","Trend Inconclusive","Very Large","Low","Stable","Stable","Very Large","Low",-2.7334211571897,6.291037564422,15.242838040645,-0.909417800872171,-0.395913094401798,0.117591612068575,2478253,2478624,2478995,"<span style='color:blue' title='(-2.7, 6.3, 15.2) [Threshold: None]'>Trend Inconclusive → Stable</span>","<span style='color:blue' title='(-0.9, -0.4, 0.1) [Threshold: None]'>Trend Inconclusive → Stable</span>","Very Large","Low",NA,NA,NA,"Low","Low"
"392","Indian Pond-Heron","Ardeola grayii","Stable","Stable","Very Large","Low","Trend Inconclusive","Stable","Very Large","Low",11.246150299709,20.595025319912,30.124348320103,-0.812930998042331,-0.259986599655187,0.292957798731957,2507135,2507450,2507765,"<span style='color:black' title='(11.2, 20.6, 30.1) [Threshold: NA]'>Stable → Trend Inconclusive</span>","Stable","Very Large","Low",NA,NA,NA,"Low","Low"
"393","Great Egret","Ardea alba","Stable","Trend Inconclusive","Very Large","Low","Stable","Stable","Very Large","Low",-6.84561652305899,3.05856969593199,14.8541371976,-0.725544153088306,-0.0698772419245125,0.585789669239281,2145117,2145614,2146111,"Stable","<span style='color:blue' title='(-0.7, -0.1, 0.6) [Threshold: None]'>Trend Inconclusive → Stable</span>","Very Large","Low",NA,NA,NA,"Low","Low"
"394","Medium Egret","Ardea intermedia","Stable","Trend Inconclusive","Very Large","Low","Stable","Decline","Very Large","Low",-5.65995642411841,3.640095418467,15.016168685878,-2.47608231384542,-1.98406536626739,-1.49204841868936,2216299,2216782,2217265,"Stable","<span style='color:red' title='(-2.5, -2.0, -1.5) [Threshold: -2.7<x<-1.1]'>Trend Inconclusive → Decline</span>","Very Large","Low",NA,NA,NA,"Low","Low"
"395","Gray Heron","Ardea cinerea","Trend Inconclusive","Trend Inconclusive","Very Large","Low","Stable","Trend Inconclusive","Very Large","Low",-12.7134914177029,-1.84802364299949,10.446186828476,-1.56872835570202,-0.807894496559335,-0.0470606374166485,1987629,1988111,1988593,"<span style='color:blue' title='(-12.7, -1.8, 10.4) [Threshold: None]'>Trend Inconclusive → Stable</span>","Trend Inconclusive","Very Large","Low",NA,NA,NA,"Low","Low"
"396","Purple Heron","Ardea purpurea","Increase","Stable","Very Large","Low","Rapid Increase","Stable","Very Large","Low",65.084223671762,85.819405812259,115.063507469531,-0.392228148853852,0.432368198008966,1.25696454487179,1776453,1776965,1777477,"<span style='color:blue' title='(65.1, 85.8, 115.1) [Threshold: x>50]'>Increase → Rapid Increase</span>","Stable","Very Large","Low",NA,NA,NA,"Low","Low"
"397","Glossy Ibis","Plegadis falcinellus","Rapid Increase","Stable","Very Large","Low","Rapid Increase","Increase","Very Large","Low",247.649447264264,319.13747612761,407.822971123528,2.80745434328022,4.48441552939734,6.16137671551446,1386953,1387470,1387987,"Rapid Increase","<span style='color:blue' title='(2.8, 4.5, 6.2) [Threshold: 1.6>x>0.9]'>Stable → Increase</span>","Very Large","Low",NA,NA,NA,"Low","Low"
"398","Black-headed Ibis","Threskiornis melanocephalus","Rapid Increase","Stable","Very Large","Low","Rapid Increase","Trend Inconclusive","Very Large","Low",110.005049981267,153.739077335612,197.303252996184,0.500838993041258,1.83243497853726,3.16403096403325,1836655,1837166,1837677,"Rapid Increase","<span style='color:black' title='(0.5, 1.8, 3.2) [Threshold: NA]'>Stable → Trend Inconclusive</span>","Very Large","Low",NA,NA,NA,"Low","Low"
"399","Oriental Honey-buzzard","Pernis ptilorhynchus","Stable","Stable","Very Large","Low","Stable","Trend Inconclusive","Very Large","Low",-4.959413558417,8.674039417496,22.841269610624,-1.34635658863696,-0.710649144113738,-0.0749416995905127,1233790,1233857,1233924,"Stable","<span style='color:black' title='(-1.3, -0.7, -0.1) [Threshold: NA]'>Stable → Trend Inconclusive</span>","Very Large","Low",NA,NA,NA,"Low","Low"
"400","Changeable Hawk-Eagle","Nisaetus cirrhatus","Decline","Stable","Large","Low","Trend Inconclusive","Stable","Large","Low",-36.7184802554032,-20.332823378549,-2.1610494855064,-1.26684577404822,0.101754073484918,1.47035392101806,604567,605121,605675,"<span style='color:black' title='(-36.7, -20.3, -2.2) [Threshold: NA]'>Decline → Trend Inconclusive</span>","Stable","Large","Low",NA,NA,NA,"Low","Low"
"401","Black Eagle","Ictinaetus malaiensis","Decline","Stable","Large","Low","Trend Inconclusive","Trend Inconclusive","Large","Low",-46.2699536233714,-31.3844318409814,-13.6575200601304,-2.93669918748058,-1.62949779614526,-0.322296404809943,433140,433140,433140,"<span style='color:black' title='(-46.3, -31.4, -13.7) [Threshold: NA]'>Decline → Trend Inconclusive</span>","<span style='color:black' title='(-2.9, -1.6, -0.3) [Threshold: NA]'>Stable → Trend Inconclusive</span>","Large","Low",NA,NA,NA,"Low","Low"
"402","Booted Eagle","Hieraaetus pennatus","Stable","Trend Inconclusive","Very Large","Low","Stable","Decline","Very Large","Low",-20.712538045876,-4.066731765273,17.874805012873,-3.06349483466324,-2.16289337005353,-1.26229190544382,1271128,1271855,1272582,"Stable","<span style='color:red' title='(-3.1, -2.2, -1.3) [Threshold: -2.7<x<-1.1]'>Trend Inconclusive → Decline</span>","Very Large","Low",NA,NA,NA,"Low","Low"
"403","Bonelli's Eagle","Aquila fasciata","Stable","Stable","Large","Low","Stable","Decline","Very Large","Low",-36.0407707408876,-13.7794375835566,13.775310954664,-3.46007330269362,-2.47314602880743,-1.48621875492124,1000959,1001763,1002567,"Stable","<span style='color:red' title='(-3.5, -2.5, -1.5) [Threshold: -2.7<x<-1.1]'>Stable → Decline</span>","<span style='color:blue' title='(1,000,959, 1,001,763, 1,002,567) [Threshold: x>1,000,000]'>Large → Very Large</span>","Low",NA,NA,NA,"Low","Low"
"404","Shikra","Tachyspiza badia","Trend Inconclusive","Stable","Very Large","Low","Trend Inconclusive","Trend Inconclusive","Very Large","Low",17.313720926725,28.137652149996,39.508421961862,-1.26932468706157,-0.801116147123662,-0.332907607185755,2077409,2077609,2077809,"Trend Inconclusive","<span style='color:black' title='(-1.3, -0.8, -0.3) [Threshold: NA]'>Stable → Trend Inconclusive</span>","Very Large","Low",NA,NA,NA,"Low","Low"
"405","Eurasian Sparrowhawk","Accipiter nisus","Decline","Stable","Large","Low","Trend Inconclusive","Stable","Large","Low",-53.9950797153498,-39.6214811628622,-20.5341048065556,-3.06495489906322,-1.36041958140772,0.344115736247784,711446,712154,712862,"<span style='color:black' title='(-54.0, -39.6, -20.5) [Threshold: NA]'>Decline → Trend Inconclusive</span>","Stable","Large","Low",NA,NA,NA,"Low","Low"
"406","Brahminy Kite","Haliastur indus","Stable","Stable","Large","Low","Trend Inconclusive","Stable","Large","Low",-6.207011741201,17.481180749838,49.019820081132,-1.59023266729505,0.24981638881496,2.08986544492497,724859,725197,725535,"<span style='color:black' title='(-6.2, 17.5, 49.0) [Threshold: NA]'>Stable → Trend Inconclusive</span>","Stable","Large","Low",NA,NA,NA,"Low","Low"
"407","Jungle Owlet","Glaucidium radiatum","Stable","Increase","Large","Low","Trend Inconclusive","Increase","Large","Low",0.827186668850999,27.914614525844,62.956915280976,1.59192436668137,3.48576966767929,5.3796149686772,801344,801851,802358,"<span style='color:black' title='(0.8, 27.9, 63.0) [Threshold: NA]'>Stable → Trend Inconclusive</span>","Increase","Large","Low",NA,NA,NA,"Low","Low"
"408","Indian Gray Hornbill","Ocyceros birostris","Rapid Increase","Stable","Very Large","Low","Rapid Increase","Trend Inconclusive","Very Large","Low",101.704780792073,141.694651141741,189.480288546413,0.247463883434267,1.70989405728412,3.17232423113396,1675429,1675896,1676363,"Rapid Increase","<span style='color:black' title='(0.2, 1.7, 3.2) [Threshold: NA]'>Stable → Trend Inconclusive</span>","Very Large","Low",NA,NA,NA,"Low","Low"
"409","Common Kingfisher","Alcedo atthis","Trend Inconclusive","Trend Inconclusive","Very Large","Low","Stable","Stable","Very Large","Low",-21.1126499765206,-9.3129552622764,4.418207782446,-0.882925585815503,0.076426650551909,1.03577888691932,2261092,2261599,2262106,"<span style='color:blue' title='(-21.1, -9.3, 4.4) [Threshold: None]'>Trend Inconclusive → Stable</span>","<span style='color:blue' title='(-0.9, 0.1, 1.0) [Threshold: None]'>Trend Inconclusive → Stable</span>","Very Large","Low",NA,NA,NA,"Low","Low"
"410","Stork-billed Kingfisher","Pelargopsis capensis","Trend Inconclusive","Increase","Large","Low","Stable","Trend Inconclusive","Large","Low",-26.9247869495575,-7.1043124636752,17.376089722958,0.0339681939258667,1.94213148197445,3.85029477002304,600866,601315,601764,"<span style='color:blue' title='(-26.9, -7.1, 17.4) [Threshold: None]'>Trend Inconclusive → Stable</span>","<span style='color:black' title='(0.0, 1.9, 3.9) [Threshold: NA]'>Increase → Trend Inconclusive</span>","Large","Low",NA,NA,NA,"Low","Low"
"411","White-throated Kingfisher","Halcyon smyrnensis","Trend Inconclusive","Trend Inconclusive","Very Large","Low","Rapid Increase","Trend Inconclusive","Very Large","Low",54.396017141961,65.778614579846,77.780265815127,0.969924967478625,1.47755277583404,1.98518058418946,2611085,2611344,2611603,"<span style='color:blue' title='(54.4, 65.8, 77.8) [Threshold: x>50]'>Trend Inconclusive → Rapid Increase</span>","Trend Inconclusive","Very Large","Low",NA,NA,NA,"Low","Low"
"412","Asian Green Bee-eater","Merops orientalis","Stable","Stable","Very Large","Low","Trend Inconclusive","Stable","Very Large","Low",12.428164172631,22.890127715486,34.879708506108,-0.606123422291227,0.00911209399425504,0.624347610279737,2467406,2467714,2468022,"<span style='color:black' title='(12.4, 22.9, 34.9) [Threshold: NA]'>Stable → Trend Inconclusive</span>","Stable","Very Large","Low",NA,NA,NA,"Low","Low"
"413","Coppersmith Barbet","Psilopogon haemacephalus","Stable","Stable","Very Large","Low","Trend Inconclusive","Stable","Very Large","Low",18.432125874489,31.152176744344,45.591260116561,-0.23901841545328,0.46569458318037,1.17040758181402,2130641,2131049,2131457,"<span style='color:black' title='(18.4, 31.2, 45.6) [Threshold: NA]'>Stable → Trend Inconclusive</span>","Stable","Very Large","Low",NA,NA,NA,"Low","Low"
"414","Brown-headed Barbet","Psilopogon zeylanicus","Rapid Increase","Stable","Large","Low","Rapid Increase","Trend Inconclusive","Very Large","Low",72.724050923075,112.653283655209,163.530074009025,0.662663512215501,2.48665981943821,4.31065612666092,1001726,1002128,1002530,"Rapid Increase","<span style='color:black' title='(0.7, 2.5, 4.3) [Threshold: NA]'>Stable → Trend Inconclusive</span>","<span style='color:blue' title='(1,001,726, 1,002,128, 1,002,530) [Threshold: x>1,000,000]'>Large → Very Large</span>","Low",NA,NA,NA,"Low","Low"
"415","Blue-throated Barbet","Psilopogon asiaticus","Trend Inconclusive","Stable","Large","Low","Increase","Stable","Large","Low",37.982428988336,83.247518024214,140.410047534946,-1.09498948370883,1.43305345960543,3.96109640291969,413312,413583,413854,"<span style='color:blue' title='(38.0, 83.2, 140.4) [Threshold: 50>x>25]'>Trend Inconclusive → Increase</span>","Stable","Large","Low",NA,NA,NA,"Low","Low"
"416","Eurasian Wryneck","Jynx torquilla","Trend Inconclusive","Trend Inconclusive","Large","Low","Stable","Stable","Large","Low",-42.9512231815295,-20.9134330542514,8.00186801092001,-2.79933392215394,-0.973213828435727,0.852906265282489,721852,722646,723440,"<span style='color:blue' title='(-43.0, -20.9, 8.0) [Threshold: None]'>Trend Inconclusive → Stable</span>","<span style='color:blue' title='(-2.8, -1.0, 0.9) [Threshold: None]'>Trend Inconclusive → Stable</span>","Large","Low",NA,NA,NA,"Low","Low"
"417","Speckled Piculet","Picumnus innominatus","Stable","Trend Inconclusive","Large","Low","Trend Inconclusive","Trend Inconclusive","Large","Low",-28.9503277235751,6.600486925398,60.683173154962,-1.32495398195346,1.65546435036619,4.63588268268585,309908,310476,311044,"<span style='color:black' title='(-29.0, 6.6, 60.7) [Threshold: NA]'>Stable → Trend Inconclusive</span>","Trend Inconclusive","Large","Low",NA,NA,NA,"Low","Low"
"418","Fulvous-breasted Woodpecker","Dendrocopos macei","Trend Inconclusive","Trend Inconclusive","Large","Low","Stable","Trend Inconclusive","Large","Low",-20.3859671103649,7.21278634252801,42.09828007159,-2.83567869171287,-1.44896721684754,-0.0622557419822234,342628,343173,343718,"<span style='color:blue' title='(-20.4, 7.2, 42.1) [Threshold: None]'>Trend Inconclusive → Stable</span>","Trend Inconclusive","Large","Low",NA,NA,NA,"Low","Low"
"419","Greater Flameback","Chrysocolaptes guttacristatus","Stable","Increase","Large","Low","Stable","Trend Inconclusive","Large","Low",-20.1098710509111,5.245673842432,38.989911774677,-0.0273237493954528,2.31370422481674,4.65473219902893,406141,406579,407017,"Stable","<span style='color:black' title='(-0.0, 2.3, 4.7) [Threshold: NA]'>Increase → Trend Inconclusive</span>","Large","Low",NA,NA,NA,"Low","Low"
"420","Rufous Woodpecker","Micropternus brachyurus","Trend Inconclusive","Stable","Large","Low","Stable","Stable","Large","Low",-36.2002932046193,-18.9950065347411,4.098345528084,-0.299441779234999,1.27301420917693,2.84547019758887,510431,510987,511543,"<span style='color:blue' title='(-36.2, -19.0, 4.1) [Threshold: None]'>Trend Inconclusive → Stable</span>","Stable","Large","Low",NA,NA,NA,"Low","Low"
"421","Lesser Yellownape","Picus chlorolophus","Stable","Stable","Large","Low","Trend Inconclusive","Stable","Large","Low",3.707402398246,38.783384460999,84.516463521566,-0.406130406742494,1.873577844512,4.1532860957665,342125,342547,342969,"<span style='color:black' title='(3.7, 38.8, 84.5) [Threshold: NA]'>Stable → Trend Inconclusive</span>","Stable","Large","Low",NA,NA,NA,"Low","Low"
"422","Peregrine Falcon","Falco peregrinus","Decline","Stable","Large","Low","Trend Inconclusive","Trend Inconclusive","Large","Low",-52.0413449214232,-40.6808686944799,-26.0113235779196,-2.31547556039578,-1.33360745103036,-0.351739341664931,544490,544490,544490,"<span style='color:black' title='(-52.0, -40.7, -26.0) [Threshold: NA]'>Decline → Trend Inconclusive</span>","<span style='color:black' title='(-2.3, -1.3, -0.4) [Threshold: NA]'>Stable → Trend Inconclusive</span>","Large","Low",NA,NA,NA,"Low","Low"
"423","Rose-ringed Parakeet","Psittacula krameri","Trend Inconclusive","Trend Inconclusive","Very Large","Low","Increase","Increase","Very Large","Low",43.603633833573,60.634284512562,79.612569643891,1.2576668775354,2.25934503805159,3.26102319856779,2483442,2483740,2484038,"<span style='color:blue' title='(43.6, 60.6, 79.6) [Threshold: 50>x>25]'>Trend Inconclusive → Increase</span>","<span style='color:blue' title='(1.3, 2.3, 3.3) [Threshold: 1.6>x>0.9]'>Trend Inconclusive → Increase</span>","Very Large","Low",NA,NA,NA,"Low","Low"
"424","Plum-headed Parakeet","Psittacula cyanocephala","Trend Inconclusive","Stable","Very Large","Low","Stable","Trend Inconclusive","Very Large","Low",-14.9734432712296,-0.368123468431307,16.312404950732,0.627243212926847,1.89366150720928,3.16007980149172,1624940,1625386,1625832,"<span style='color:blue' title='(-15.0, -0.4, 16.3) [Threshold: None]'>Trend Inconclusive → Stable</span>","<span style='color:black' title='(0.6, 1.9, 3.2) [Threshold: NA]'>Stable → Trend Inconclusive</span>","Very Large","Low",NA,NA,NA,"Low","Low"
"425","Indian Pitta","Pitta brachyura","Trend Inconclusive","Stable","Large","Low","Stable","Stable","Large","Low",-34.8519286989325,-17.5142259288059,3.119536980307,-0.17420771247691,1.43523286281606,3.04467343810903,545607,546073,546539,"<span style='color:blue' title='(-34.9, -17.5, 3.1) [Threshold: None]'>Trend Inconclusive → Stable</span>","Stable","Large","Low",NA,NA,NA,"Low","Low"
"426","Small Minivet","Pericrocotus cinnamomeus","Decline","Stable","Very Large","Low","Trend Inconclusive","Trend Inconclusive","Very Large","Low",-41.6709596727103,-32.488567136425,-21.9445689557597,0.323309159964652,1.43883946498373,2.5543697700028,1638562,1639116,1639670,"<span style='color:black' title='(-41.7, -32.5, -21.9) [Threshold: NA]'>Decline → Trend Inconclusive</span>","<span style='color:black' title='(0.3, 1.4, 2.6) [Threshold: NA]'>Stable → Trend Inconclusive</span>","Very Large","Low",NA,NA,NA,"Low","Low"
"427","Scarlet Minivet","Pericrocotus speciosus","Stable","Trend Inconclusive","Large","Low","Trend Inconclusive","Stable","Large","Low",-6.6460984121134,21.230334220144,59.002344202866,-1.99241660295567,-0.229338065422543,1.53374047211058,402963,403433,403903,"<span style='color:black' title='(-6.6, 21.2, 59.0) [Threshold: NA]'>Stable → Trend Inconclusive</span>","<span style='color:blue' title='(-2.0, -0.2, 1.5) [Threshold: None]'>Trend Inconclusive → Stable</span>","Large","Low",NA,NA,NA,"Low","Low"
"428","Indian Golden Oriole","Oriolus kundoo","Trend Inconclusive","Stable","Large","Low","Stable","Stable","Very Large","Low",-18.7267001714209,-9.43342024511701,0.168729257123005,-0.950752458952062,-0.288827753447131,0.3730969520578,1346815,1347296,1347777,"<span style='color:blue' title='(-18.7, -9.4, 0.2) [Threshold: None]'>Trend Inconclusive → Stable</span>","Stable","<span style='color:blue' title='(1,346,815, 1,347,296, 1,347,777) [Threshold: x>1,000,000]'>Large → Very Large</span>","Low",NA,NA,NA,"Low","Low"
"429","Bar-winged Flycatcher-shrike","Hemipus picatus","Trend Inconclusive","Increase","Large","Low","Trend Inconclusive","Stable","Large","Low",-51.5260988849616,-35.8478108562827,-15.8489955051369,-0.123402408958342,2.21846293111437,4.56032827118708,347031,347483,347935,"Trend Inconclusive","<span style='color:red' title='(-0.1, 2.2, 4.6) [Threshold: None]'>Increase → Stable</span>","Large","Low",NA,NA,NA,"Low","Low"
"430","Common Iora","Aegithina tiphia","Trend Inconclusive","Increase","Very Large","Low","Trend Inconclusive","Rapid Increase","Very Large","Low",-20.3653068048675,-11.0467225112842,0.160501492695005,1.87366849823136,2.83809402580065,3.80251955336994,1740506,1740949,1741392,"Trend Inconclusive","<span style='color:blue' title='(1.9, 2.8, 3.8) [Threshold: x>1.6]'>Increase → Rapid Increase</span>","Very Large","Low",NA,NA,NA,"Low","Low"
"431","White-throated Fantail","Rhipidura albicollis","Increase","Stable","Large","Low","Increase","Trend Inconclusive","Large","Low",37.779453188956,81.422838652535,138.126774951824,0.0185186782015037,2.22674136729504,4.43496405638858,445246,445695,446144,"Increase","<span style='color:black' title='(0.0, 2.2, 4.4) [Threshold: NA]'>Stable → Trend Inconclusive</span>","Large","Low",NA,NA,NA,"Low","Low"
"432","Black Drongo","Dicrurus macrocercus","Trend Inconclusive","Stable","Very Large","Low","Increase","Stable","Very Large","Low",38.197992888254,48.503061877047,60.418957010068,-0.355047891205806,0.149359743504704,0.653767378215214,2128371,2128371,2128371,"<span style='color:blue' title='(38.2, 48.5, 60.4) [Threshold: 50>x>25]'>Trend Inconclusive → Increase</span>","Stable","Very Large","Low",NA,NA,NA,"Low","Low"
"433","Bronzed Drongo","Dicrurus aeneus","Trend Inconclusive","Trend Inconclusive","Large","Low","Stable","Stable","Large","Low",-26.1018878344635,-3.9410070703084,25.272019821887,-0.589303596758137,1.61602249116209,3.82134857908231,520820,521188,521556,"<span style='color:blue' title='(-26.1, -3.9, 25.3) [Threshold: None]'>Trend Inconclusive → Stable</span>","<span style='color:blue' title='(-0.6, 1.6, 3.8) [Threshold: None]'>Trend Inconclusive → Stable</span>","Large","Low",NA,NA,NA,"Low","Low"
"434","Greater Racket-tailed Drongo","Dicrurus paradiseus","Trend Inconclusive","Trend Inconclusive","Large","Low","Stable","Stable","Large","Low",-37.5567246931565,-18.6483183426723,5.83393722206699,-1.40856124344377,0.454215671047469,2.3169925855387,573963,574317,574671,"<span style='color:blue' title='(-37.6, -18.6, 5.8) [Threshold: None]'>Trend Inconclusive → Stable</span>","<span style='color:blue' title='(-1.4, 0.5, 2.3) [Threshold: None]'>Trend Inconclusive → Stable</span>","Large","Low",NA,NA,NA,"Low","Low"
"435","Black-naped Monarch","Hypothymis azurea","Trend Inconclusive","Stable","Large","Low","Stable","Stable","Large","Low",-24.6516597127097,-6.52450263620329,15.778651579782,-0.145719975379664,1.51567566311213,3.17707130160393,655331,655785,656239,"<span style='color:blue' title='(-24.7, -6.5, 15.8) [Threshold: None]'>Trend Inconclusive → Stable</span>","Stable","Large","Low",NA,NA,NA,"Low","Low"
"436","Indian Paradise-Flycatcher","Terpsiphone paradisi","Trend Inconclusive","Stable","Large","Low","Stable","Stable","Large","Low",-18.0048377172541,-7.9062819532647,3.573869271772,-1.1972569729876,-0.424455385937346,0.34834620111291,903341,903912,904483,"<span style='color:blue' title='(-18.0, -7.9, 3.6) [Threshold: None]'>Trend Inconclusive → Stable</span>","Stable","Large","Low",NA,NA,NA,"Low","Low"
"437","Brown Shrike","Lanius cristatus","Trend Inconclusive","Stable","Very Large","Low","Stable","Stable","Very Large","Low",-39.0868792676859,-13.2637983286604,21.40342531514,-2.34173413588765,0.2106712483495,2.76307663258665,1328715,1329207,1329699,"<span style='color:blue' title='(-39.1, -13.3, 21.4) [Threshold: None]'>Trend Inconclusive → Stable</span>","Stable","Very Large","Low",NA,NA,NA,"Low","Low"
"438","Bay-backed Shrike","Lanius vittatus","Decline","Stable","Very Large","Low","Decline","Trend Inconclusive","Very Large","Low",-59.2462090936216,-52.393599398911,-43.8486110374971,-1.94459574279164,-0.955226182036444,0.0341433787187542,1312888,1313454,1314020,"Decline","<span style='color:black' title='(-1.9, -1.0, 0.0) [Threshold: NA]'>Stable → Trend Inconclusive</span>","Very Large","Low",NA,NA,NA,"Low","Low"
"439","Rufous Treepie","Dendrocitta vagabunda","Trend Inconclusive","Stable","Very Large","Low","Increase","Trend Inconclusive","Very Large","Low",32.48851936494,47.877092111708,63.506724013759,-1.40790969819856,-0.767877006837418,-0.127844315476277,2124662,2125058,2125454,"<span style='color:blue' title='(32.5, 47.9, 63.5) [Threshold: 50>x>25]'>Trend Inconclusive → Increase</span>","<span style='color:black' title='(-1.4, -0.8, -0.1) [Threshold: NA]'>Stable → Trend Inconclusive</span>","Very Large","Low",NA,NA,NA,"Low","Low"
