"","Species","Scientific","Old_LongTerm","Old_Current","Old_Range","Old_Priority","New_LongTerm","New_Current","New_Range","New_Priority","longtermlci","longtermmean","longtermrci","currentslopelci","currentslopemean","currentsloperci","rangelci","rangemean","rangerci","Change_LongTerm","Change_Current","Change_Range","Change_Priority","Cat_LongTerm","Cat_Current","Cat_Range","Cat_Priority","First_Category"
"301","Whiskered Yuhina","Yuhina flavicollis","Trend Inconclusive","Stable","Moderate","Low","Trend Inconclusive","Trend Inconclusive","Moderate","Low",9.672960346938,71.139016275259,167.216701667256,-2.93528353726439,0.70383266755317,4.34294887237073,168910,169248,169586,"Trend Inconclusive","<span style='color:black' title='(-2.9, 0.7, 4.3) [Threshold: NA]'>Stable → Trend Inconclusive</span>","Moderate","Low",NA,NA,"Moderate","Low","Moderate"
"302","Rusty-cheeked Scimitar-Babbler","Erythrogenys erythrogenys","Trend Inconclusive","Increase","Moderate","Low","Trend Inconclusive","Trend Inconclusive","Moderate","Low",3.04208283571499,78.293543079718,196.606596844248,-1.76684381793697,2.9314872210253,7.62981825998757,98338,98662,98986,"Trend Inconclusive","<span style='color:black' title='(-1.8, 2.9, 7.6) [Threshold: NA]'>Increase → Trend Inconclusive</span>","Moderate","Low",NA,NA,"Moderate","Low","Moderate"
"303","Yellow-throated Fulvetta","Schoeniparus cinereus","Insufficient Data","Insufficient Data","Restricted","Moderate","Insufficient Data","Insufficient Data","Moderate","Moderate",NA,NA,NA,NA,NA,NA,45514,46073,46632,"Insufficient Data","Insufficient Data","<span style='color:blue' title='(45,514, 46,073, 46,632) [Threshold: 42,500<x<250,000]'>Restricted → Moderate</span>","Moderate",NA,NA,NA,"Moderate","Moderate"
"304","Brown-cheeked Fulvetta","Alcippe poioicephala","Rapid Decline","Stable","Large","Moderate","Decline","Trend Inconclusive","Large","Moderate",-64.3681350007923,-52.3477872596279,-36.350147320053,0.914487073443132,3.88566278656411,6.85683849968509,313490,313883,314276,"<span style='color:blue' title='(-64.4, -52.3, -36.4) [Threshold: -50<x<-25]'>Rapid Decline → Decline</span>","<span style='color:black' title='(0.9, 3.9, 6.9) [Threshold: NA]'>Stable → Trend Inconclusive</span>","Large","Moderate",NA,NA,NA,"Moderate","Moderate"
"305","Nepal Fulvetta","Alcippe nipalensis","Stable","Trend Inconclusive","Moderate","Low","Trend Inconclusive","Trend Inconclusive","Moderate","Low",-30.1478408961299,17.480924008354,100.410277348715,-2.60836167143407,2.85521160174339,8.31878487492085,127608,127991,128374,"<span style='color:black' title='(-30.1, 17.5, 100.4) [Threshold: NA]'>Stable → Trend Inconclusive</span>","Trend Inconclusive","Moderate","Low",NA,NA,"Moderate","Low","Moderate"
"306","Blue-winged Laughingthrush","Trochalopteron squamatum","Insufficient Data","Insufficient Data","Restricted","Moderate","Insufficient Data","Insufficient Data","Moderate","Moderate",NA,NA,NA,NA,NA,NA,59154,59673,60192,"Insufficient Data","Insufficient Data","<span style='color:blue' title='(59,154, 59,673, 60,192) [Threshold: 42,500<x<250,000]'>Restricted → Moderate</span>","Moderate",NA,NA,NA,"Moderate","Moderate"
"307","Streaked Laughingthrush","Trochalopteron lineatum","Trend Inconclusive","Stable","Moderate","Low","Trend Inconclusive","Trend Inconclusive","Moderate","Low",-21.3795529920278,33.548913735178,137.824457932369,-3.63922114844312,0.565109498084375,4.76944014461187,147478,147721,147964,"Trend Inconclusive","<span style='color:black' title='(-3.6, 0.6, 4.8) [Threshold: NA]'>Stable → Trend Inconclusive</span>","Moderate","Low",NA,NA,"Moderate","Low","Moderate"
"308","Chestnut-crowned Laughingthrush","Trochalopteron erythrocephalum","Increase","Increase","Moderate","Low","Trend Inconclusive","Trend Inconclusive","Moderate","Low",-9.8182596203599,71.636012422894,201.182186621529,-2.97499370527179,2.92923195467293,8.83345761461765,93440,93703,93966,"<span style='color:black' title='(-9.8, 71.6, 201.2) [Threshold: NA]'>Increase → Trend Inconclusive</span>","<span style='color:black' title='(-3.0, 2.9, 8.8) [Threshold: NA]'>Increase → Trend Inconclusive</span>","Moderate","Low",NA,NA,"Moderate","Low","Moderate"
"309","Chestnut-tailed Minla","Actinodura strigula","Trend Inconclusive","Stable","Moderate","Low","Trend Inconclusive","Trend Inconclusive","Moderate","Low",-60.4696087204436,-31.1157162811822,16.229814397705,-3.90457297730609,0.143043349996099,4.19065967729829,92026,92398,92770,"Trend Inconclusive","<span style='color:black' title='(-3.9, 0.1, 4.2) [Threshold: NA]'>Stable → Trend Inconclusive</span>","Moderate","Low",NA,NA,"Moderate","Low","Moderate"
"310","Red-billed Leiothrix","Leiothrix lutea","Rapid Increase","Trend Inconclusive","Moderate","Low","Trend Inconclusive","Trend Inconclusive","Moderate","Low",56.501696904499,172.781084190459,370.762857821106,-1.81746159144109,4.11073627815094,10.038934147743,100349,100756,101163,"<span style='color:black' title='(56.5, 172.8, 370.8) [Threshold: NA]'>Rapid Increase → Trend Inconclusive</span>","Trend Inconclusive","Moderate","Low",NA,NA,"Moderate","Low","Moderate"
"311","White-crested Laughingthrush","Garrulax leucolophus","Stable","Trend Inconclusive","Moderate","Low","Trend Inconclusive","Trend Inconclusive","Moderate","Low",2.23417337225899,65.117169738256,161.783793324651,-1.30139038596804,3.43988249414978,8.18115537426761,151722,152088,152454,"<span style='color:black' title='(2.2, 65.1, 161.8) [Threshold: NA]'>Stable → Trend Inconclusive</span>","Trend Inconclusive","Moderate","Low",NA,NA,"Moderate","Low","Moderate"
"312","Rufous-necked Laughingthrush","Pterorhinus ruficollis","Insufficient Data","Rapid Decline","Moderate","Moderate","Insufficient Data","Decline","Moderate","Moderate",NA,NA,NA,-6.68201794242073,-4.4413377338347,-2.20065752524867,117553,118108,118663,"Insufficient Data","<span style='color:blue' title='(-6.7, -4.4, -2.2) [Threshold: -2.7<x<-1.1]'>Rapid Decline → Decline</span>","Moderate","Moderate",NA,NA,"Moderate","Moderate","Moderate"
"313","White-throated Laughingthrush","Pterorhinus albogularis","Stable","Trend Inconclusive","Moderate","Low","Trend Inconclusive","Trend Inconclusive","Moderate","Low",-43.6794109397758,7.1138765333,103.838687691112,-2.69401614949948,3.47820918595919,9.65043452141785,74453,74708,74963,"<span style='color:black' title='(-43.7, 7.1, 103.8) [Threshold: NA]'>Stable → Trend Inconclusive</span>","Trend Inconclusive","Moderate","Low",NA,NA,"Moderate","Low","Moderate"
"314","White-tailed Nuthatch","Sitta himalayensis","Trend Inconclusive","Stable","Moderate","Low","Trend Inconclusive","Trend Inconclusive","Moderate","Low",-54.9451218976178,-20.7542161383022,36.122789713462,-4.19836135571122,0.150575577313865,4.49951251033895,88388,88715,89042,"Trend Inconclusive","<span style='color:black' title='(-4.2, 0.2, 4.5) [Threshold: NA]'>Stable → Trend Inconclusive</span>","Moderate","Low",NA,NA,"Moderate","Low","Moderate"
"315","Indian Nuthatch","Sitta castanea","Insufficient Data","Insufficient Data","Moderate","Moderate","Insufficient Data","Insufficient Data","Large","Moderate",NA,NA,NA,NA,NA,NA,313905,314519,315133,"Insufficient Data","Insufficient Data","<span style='color:blue' title='(313,905, 314,519, 315,133) [Threshold: 250,000<x<1,000,000]'>Moderate → Large</span>","Moderate",NA,NA,"Moderate","Moderate","Moderate"
"316","Chestnut-bellied Nuthatch","Sitta cinnamoventris","Stable","Stable","Moderate","Low","Trend Inconclusive","Stable","Moderate","Low",-20.2017551940461,18.932277225476,71.249893874367,-3.76642158904833,-1.33004812458908,1.10632533987018,160272,160700,161128,"<span style='color:black' title='(-20.2, 18.9, 71.2) [Threshold: NA]'>Stable → Trend Inconclusive</span>","Stable","Moderate","Low",NA,NA,"Moderate","Low","Moderate"
"317","Bar-tailed Treecreeper","Certhia himalayana","Stable","Stable","Moderate","Low","Trend Inconclusive","Trend Inconclusive","Moderate","Low",-54.6664943434019,-28.0636468178649,12.44574930286,-5.14597436251042,-2.24854526551761,0.648883831475193,134957,135297,135637,"<span style='color:black' title='(-54.7, -28.1, 12.4) [Threshold: NA]'>Stable → Trend Inconclusive</span>","<span style='color:black' title='(-5.1, -2.2, 0.6) [Threshold: NA]'>Stable → Trend Inconclusive</span>","Moderate","Low",NA,NA,"Moderate","Low","Moderate"
"318","Common Hill Myna","Gracula religiosa","Trend Inconclusive","Stable","Moderate","Low","Stable","Stable","Moderate","Low",-27.4893376297657,0.0870915054869954,40.244789324369,-2.55086289088352,0.123831095514677,2.79852508191287,201898,202259,202620,"<span style='color:blue' title='(-27.5, 0.1, 40.2) [Threshold: None]'>Trend Inconclusive → Stable</span>","Stable","Moderate","Low",NA,NA,"Moderate","Low","Moderate"
"319","Southern Hill Myna","Gracula indica","Trend Inconclusive","Stable","Moderate","Low","Trend Inconclusive","Trend Inconclusive","Moderate","Low",-62.1116076695738,-11.5668828408009,96.858348068715,-5.72943156986505,1.20381861116751,8.13706879220008,87489,87578,87667,"Trend Inconclusive","<span style='color:black' title='(-5.7, 1.2, 8.1) [Threshold: NA]'>Stable → Trend Inconclusive</span>","Moderate","Low",NA,NA,"Moderate","Low","Moderate"
"320","European Starling","Sturnus vulgaris","Decline","Trend Inconclusive","Moderate","Moderate","Trend Inconclusive","Decline","Moderate","Moderate",-72.76634923301,-59.4458199797108,-40.2355398212685,-6.22565467654358,-4.39795282440714,-2.57025097227071,176254,176869,177484,"<span style='color:black' title='(-72.8, -59.4, -40.2) [Threshold: NA]'>Decline → Trend Inconclusive</span>","<span style='color:red' title='(-6.2, -4.4, -2.6) [Threshold: -2.7<x<-1.1]'>Trend Inconclusive → Decline</span>","Moderate","Moderate",NA,NA,"Moderate","Moderate","Moderate"
"321","Long-billed Thrush","Zoothera monticola","Insufficient Data","Insufficient Data","Restricted","Moderate","Insufficient Data","Insufficient Data","Moderate","Moderate",NA,NA,NA,NA,NA,NA,57401,57869,58337,"Insufficient Data","Insufficient Data","<span style='color:blue' title='(57,401, 57,869, 58,337) [Threshold: 42,500<x<250,000]'>Restricted → Moderate</span>","Moderate",NA,NA,NA,"Moderate","Moderate"
"322","Mistle Thrush","Turdus viscivorus","Insufficient Data","Trend Inconclusive","Moderate","Low","Insufficient Data","Rapid Decline","Moderate","Low",NA,NA,NA,-8.41092604692656,-5.74971024143456,-3.08849443594256,80285,80816,81347,"Insufficient Data","<span style='color:red' title='(-8.4, -5.7, -3.1) [Threshold: <-2.7]'>Trend Inconclusive → Rapid Decline</span>","Moderate","Low",NA,NA,"Moderate","Low","Moderate"
"323","Gray-winged Blackbird","Turdus boulboul","Stable","Stable","Moderate","Low","Trend Inconclusive","Stable","Moderate","Low",-48.4230129226889,-24.8202531856954,8.960198976676,-2.99707886252411,-0.585430979786255,1.8262169029516,131018,131018,131018,"<span style='color:black' title='(-48.4, -24.8, 9.0) [Threshold: NA]'>Stable → Trend Inconclusive</span>","Stable","Moderate","Low",NA,NA,"Moderate","Low","Moderate"
"324","Tickell's Thrush","Turdus unicolor","Trend Inconclusive","Trend Inconclusive","Moderate","Low","Trend Inconclusive","Stable","Moderate","Low",-58.2126167891666,-38.5856102244841,-11.171756210409,-2.86859628118455,-0.540033902799389,1.78852847558577,87359,87824,88289,"Trend Inconclusive","<span style='color:blue' title='(-2.9, -0.5, 1.8) [Threshold: None]'>Trend Inconclusive → Stable</span>","Moderate","Low",NA,NA,"Moderate","Low","Moderate"
"325","Dark-sided Flycatcher","Muscicapa sibirica","Stable","Trend Inconclusive","Moderate","Low","Trend Inconclusive","Trend Inconclusive","Moderate","Low",-71.886400627604,-34.7298469309932,47.653286380314,-7.21721756475841,0.126320626754608,7.46985881826763,176215,176722,177229,"<span style='color:black' title='(-71.9, -34.7, 47.7) [Threshold: NA]'>Stable → Trend Inconclusive</span>","Trend Inconclusive","Moderate","Low",NA,NA,"Moderate","Low","Moderate"
"326","Brown-breasted Flycatcher","Muscicapa muttui","Stable","Trend Inconclusive","Moderate","Low","Trend Inconclusive","Trend Inconclusive","Moderate","Low",-82.5369309635321,-9.86043769580409,420.017257165959,-49.0704065010587,0.165431105381611,49.4012687118219,233924,234394,234864,"<span style='color:black' title='(-82.5, -9.9, 420.0) [Threshold: NA]'>Stable → Trend Inconclusive</span>","Trend Inconclusive","Moderate","Low",NA,NA,"Moderate","Low","Moderate"
"327","Small Niltava","Niltava macgrigoriae","Stable","Stable","Moderate","Low","Trend Inconclusive","Stable","Moderate","Low",-16.8797071381207,26.356339933216,104.776316446464,-3.66237408474248,-1.02121779821763,1.61993848830722,136469,136878,137287,"<span style='color:black' title='(-16.9, 26.4, 104.8) [Threshold: NA]'>Stable → Trend Inconclusive</span>","Stable","Moderate","Low",NA,NA,"Moderate","Low","Moderate"
"328","Blue-throated Flycatcher","Cyornis rubeculoides","Trend Inconclusive","Stable","Moderate","Low","Stable","Stable","Moderate","Low",-48.2269388465345,-24.7246266167756,5.589149339325,-1.95913685254983,0.172557037689739,2.30425092792931,142836,142836,142836,"<span style='color:blue' title='(-48.2, -24.7, 5.6) [Threshold: None]'>Trend Inconclusive → Stable</span>","Stable","Moderate","Low",NA,NA,"Moderate","Low","Moderate"
"329","Spotted Forktail","Enicurus maculatus","Trend Inconclusive","Trend Inconclusive","Moderate","Low","Trend Inconclusive","Stable","Moderate","Low",-44.1473961351096,-19.6562676822411,17.454406286781,-4.3422108640236,-1.95642354732738,0.42936376936884,170902,171296,171690,"Trend Inconclusive","<span style='color:blue' title='(-4.3, -2.0, 0.4) [Threshold: None]'>Trend Inconclusive → Stable</span>","Moderate","Low",NA,NA,"Moderate","Low","Moderate"
"330","Ultramarine Flycatcher","Ficedula superciliaris","Trend Inconclusive","Stable","Moderate","Low","Trend Inconclusive","Trend Inconclusive","Large","Low",-46.3195960383771,-27.7324332459267,-0.975340824183405,-4.10507015883876,-2.53740097044643,-0.969731782054108,300909,301654,302399,"Trend Inconclusive","<span style='color:black' title='(-4.1, -2.5, -1.0) [Threshold: NA]'>Stable → Trend Inconclusive</span>","<span style='color:blue' title='(300,909, 301,654, 302,399) [Threshold: 250,000<x<1,000,000]'>Moderate → Large</span>","Low",NA,NA,"Moderate","Low","Moderate"
"331","White-capped Redstart","Phoenicurus leucocephalus","Trend Inconclusive","Decline","Moderate","Moderate","Stable","Decline","Moderate","Moderate",-44.5040551117825,-24.2501951700995,6.699078074653,-4.75496935182541,-3.05684268101755,-1.3587160102097,222935,223249,223563,"<span style='color:blue' title='(-44.5, -24.3, 6.7) [Threshold: None]'>Trend Inconclusive → Stable</span>","Decline","Moderate","Moderate",NA,NA,"Moderate","Moderate","Moderate"
"332","Black Redstart","Phoenicurus ochruros","Decline","Trend Inconclusive","Very Large","Moderate","Decline","Decline","Very Large","Moderate",-51.569554434022,-42.4343762362481,-31.5813571962489,-3.23513561265775,-2.2468566343852,-1.25857765611265,1240564,1241106,1241648,"Decline","<span style='color:red' title='(-3.2, -2.2, -1.3) [Threshold: -2.7<x<-1.1]'>Trend Inconclusive → Decline</span>","Very Large","Moderate",NA,NA,NA,"Moderate","Moderate"
"333","Chestnut-bellied Rock-Thrush","Monticola rufiventris","Trend Inconclusive","Rapid Decline","Moderate","Moderate","Trend Inconclusive","Decline","Moderate","Moderate",-55.5003745796869,-36.2070026806835,-7.5357934525848,-5.47625814399252,-3.7466390268088,-2.01701990962508,176319,176812,177305,"Trend Inconclusive","<span style='color:blue' title='(-5.5, -3.7, -2.0) [Threshold: -2.7<x<-1.1]'>Rapid Decline → Decline</span>","Moderate","Moderate",NA,NA,"Moderate","Moderate","Moderate"
"334","Gray Bushchat","Saxicola ferreus","Stable","Trend Inconclusive","Moderate","Low","Trend Inconclusive","Stable","Moderate","Low",-16.4183985121182,17.084246866458,68.893605374514,-3.90755141811919,-1.66671384293502,0.574123732249153,239352,239716,240080,"<span style='color:black' title='(-16.4, 17.1, 68.9) [Threshold: NA]'>Stable → Trend Inconclusive</span>","<span style='color:blue' title='(-3.9, -1.7, 0.6) [Threshold: None]'>Trend Inconclusive → Stable</span>","Moderate","Low",NA,NA,"Moderate","Low","Moderate"
"335","Nilgiri Flowerpecker","Dicaeum concolor","Trend Inconclusive","Stable","Moderate","Low","Trend Inconclusive","Trend Inconclusive","Moderate","Low",-66.3121835727126,-38.8682363552775,6.03746611503099,-4.44200469666433,0.385502391845106,5.21300948035455,125468,125628,125788,"Trend Inconclusive","<span style='color:black' title='(-4.4, 0.4, 5.2) [Threshold: NA]'>Stable → Trend Inconclusive</span>","Moderate","Low",NA,NA,"Moderate","Low","Moderate"
"336","Fire-breasted Flowerpecker","Dicaeum ignipectus","Stable","Stable","Moderate","Low","Trend Inconclusive","Trend Inconclusive","Moderate","Low",-28.0126786362928,12.94474763018,81.18280351033,-2.50656217093027,1.72931014568963,5.96518246230953,155138,155526,155914,"<span style='color:black' title='(-28.0, 12.9, 81.2) [Threshold: NA]'>Stable → Trend Inconclusive</span>","<span style='color:black' title='(-2.5, 1.7, 6.0) [Threshold: NA]'>Stable → Trend Inconclusive</span>","Moderate","Low",NA,NA,"Moderate","Low","Moderate"
"337","Scarlet-backed Flowerpecker","Dicaeum cruentatum","Stable","Trend Inconclusive","Moderate","Low","Trend Inconclusive","Trend Inconclusive","Moderate","Low",-3.92705650158859,52.832889363544,146.513737532758,-1.02424739540173,3.15821165203973,7.3406706994812,136456,136848,137240,"<span style='color:black' title='(-3.9, 52.8, 146.5) [Threshold: NA]'>Stable → Trend Inconclusive</span>","Trend Inconclusive","Moderate","Low",NA,NA,"Moderate","Low","Moderate"
