EnglishName,CriteriaD_Category,CriteriaD_String,MinMaturePop,MaxMaturePop,MinPop,MaxPop,Min Breeding Pop Percent,Max Breeding Pop Percent,Male Ratio,Largest_Sub_Pop,MaxAOO,Locations,GenerationLength,OneGen,ThreeGen,TimeToVU,TimeToEN,TimeToCR,PlausibleThreat_VU,PlausibleThreat_NT,CR_D,EN_D,VU_D1,NT_D1,VU_D2,NT_D2,CR_D_triggers,EN_D_triggers,VU_D_triggers,NT_D_triggers
Plaintive Cuckoo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.79,3.79,11.370000000000001,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Rusty-rumped Warbler,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,267432,NA,2.68,2.68,8.040000000000001,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Cinnamon Bittern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.57,4.57,13.71,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Common Moorhen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.82,4.82,14.46,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
White-eared Bulbul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.22,3.22,9.66,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Bank Myna,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.83,2.83,8.49,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Black-browed Reed Warbler,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28028,NA,2.67,2.67,8.01,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Malabar Barbet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.63,3.63,10.89,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Malabar Flameback,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Malabar Parakeet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.03,4.03,12.09,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Malabar Starling,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Malabar Trogon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.06,4.06,12.18,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Malabar Woodshrike,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.48,3.48,10.44,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Malabar Whistling-Thrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.99,4.99,14.97,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Malabar Imperial-Pigeon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.01,8.01,24.03,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Vernal Hanging-Parrot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.13,3.13,9.39,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Yellow-browed Bulbul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.55,3.55,10.649999999999999,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Red-billed Blue-Magpie,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.51,4.51,13.53,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Rusty-cheeked Scimitar-Babbler,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9,3.9,11.7,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Lesser Yellownape,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.35,3.35,10.05,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Malabar Grey Hornbill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.93,5.93,17.79,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Oriental Honey-buzzard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.82,8.82,26.46,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Nilgiri Flowerpecker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,2.4,7.199999999999999,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Rufous Babbler,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.91,5.91,17.73,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
White-bellied Treepie,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.39,4.39,13.169999999999998,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Striated Grassbird,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.58,3.58,10.74,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Yellow Bittern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.12,4.12,12.36,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Caspian Tern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.23,11.23,33.69,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Black-headed Gull,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.27,10.27,30.81,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Great Egret,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.84,5.84,17.52,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Pale Martin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,458245,NA,2.84,2.84,8.52,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Common Shelduck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707807,NA,10.05,10.05,30.150000000000002,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Greylag Goose,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.76,9.76,29.28,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Indian Spot-billed Duck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.38,6.38,19.14,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Mrs. Gould's Sunbird,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132381,NA,2.3,2.3,6.8999999999999995,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Banded Bay Cuckoo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.05,4.05,12.149999999999999,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Indian Cuckoo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.08,4.08,12.24,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Lesser Coucal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.08,5.08,15.24,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Long-toed Stint,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74468,NA,4.46,4.46,13.379999999999999,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Ruff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.44,6.44,19.32,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Black-winged Cuckooshrike,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.62,3.62,10.86,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
White-winged Tern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,629416,NA,4.49,4.49,13.47,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Brown-fronted Woodpecker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.24,3.24,9.72,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Green-backed Tit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,3.2,9.600000000000001,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Grey-hooded Warbler,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.55,2.55,7.6499999999999995,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Little Forktail,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,9,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Rufous-breasted Accentor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.57,3.57,10.709999999999999,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Streaked Laughingthrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,3.6,10.8,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Wedge-tailed Green-Pigeon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.39,5.39,16.169999999999998,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Whiskered Yuhina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.03,3.03,9.09,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
White-throated Laughingthrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,4.5,13.5,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Grey-headed Lapwing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.27,5.27,15.809999999999999,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Marsh Sandpiper,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.04,6.04,18.12,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Common Starling,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,5.3,15.899999999999999,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Indian Spotted Eagle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.62,9.62,28.86,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Red-necked Falcon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,4.5,13.5,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Spot-winged Starling,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108984,NA,3.63,3.63,10.89,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Brown Bullfinch,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75133,NA,3.93,3.93,11.790000000000001,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Chestnut-bellied Rock-Thrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.42,3.42,10.26,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Goldcrest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118940,NA,2.07,2.07,6.209999999999999,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Grey-winged Blackbird,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1,4.1,12.299999999999999,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Altai Accentor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48639,NA,3.94,3.94,11.82,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Mountain Scops-Owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162914,NA,3.05,3.05,9.149999999999999,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Rufous-chinned Laughingthrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52833,NA,4.06,4.06,12.18,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Speckled Piculet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.62,2.62,7.86,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Variegated Laughingthrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.97,3.97,11.91,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Scaly-breasted Cupwing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.95,2.95,8.850000000000001,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Blue-capped Rock-Thrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.15,3.15,9.45,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Blue-throated Barbet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.25,4.25,12.75,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Russet Sparrow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.21,3.21,9.629999999999999,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Black-breasted Weaver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.11,3.11,9.33,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Grey Plover,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.63,7.63,22.89,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Whimbrel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4,8.4,25.200000000000003,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Eastern Grass-Owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26681,NA,4.6,4.6,13.799999999999999,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Eurasian Coot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.63,4.63,13.89,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Striated Babbler,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,5.7,17.1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Black Bittern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.36,5.36,16.080000000000002,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Grey-capped Pygmy Woodpecker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.56,2.56,7.68,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Malayan Night Heron,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,384469,NA,5.34,5.34,16.02,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Nilgiri Wood-Pigeon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.04,5.04,15.120000000000001,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Black-chinned Babbler,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.56,2.56,7.68,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Stripe-throated Yuhina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121857,NA,3.08,3.08,9.24,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Sirkeer Malkoha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.51,5.51,16.53,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Red-headed Bunting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.79,2.79,8.370000000000001,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Chestnut-crowned Laughingthrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.15,4.15,12.450000000000001,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Black-throated Thrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9,3.9,11.7,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Eurasian Jay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135249,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Great Barbet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.89,4.89,14.669999999999998,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Lineated Barbet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.06,5.06,15.18,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Chestnut Munia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,334180,NA,2.27,2.27,6.8100000000000005,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Hill Partridge,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.04,5.04,15.120000000000001,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Bengal Bushlark,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.16,3.16,9.48,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Red Collared-Dove,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.32,4.32,12.96,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Sarus Crane,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.44,16.44,49.32000000000001,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Black Francolin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.32,4.32,12.96,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Black-throated Accentor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78653,NA,3.77,3.77,11.31,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Brown Crake,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.09,4.09,12.27,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Steppe Eagle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.27,13.27,39.81,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Himalayan Prinia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.37,2.37,7.11,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Flame-throated Bulbul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.95,3.95,11.850000000000001,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
White-crested Laughingthrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.34,4.34,13.02,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Booted Eagle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.53,6.53,19.59,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Mountain Hawk-Eagle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.23,11.23,33.69,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Mountain Hawk-Eagle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.23,11.23,33.69,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Crested Lark,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.88,2.88,8.64,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Great Cormorant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1,11.1,33.3,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Eurasian Curlew,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.86,9.86,29.58,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Bonelli's Eagle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.46,11.46,34.38,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Blue-cheeked Bee-eater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.02,3.02,9.06,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Black-necked Stork,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.33,10.33,30.990000000000002,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Common Whitethroat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93439,NA,2.53,2.53,7.59,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Red-naped Ibis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.02,9.02,27.06,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
White-tailed Lapwing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.52,4.52,13.559999999999999,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Black-tailed Godwit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.28,6.28,18.84,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Pallas's Gull,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.05,11.05,33.150000000000006,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Jungle Nightjar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.79,3.79,11.370000000000001,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Gull-billed Tern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.51,8.51,25.53,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Oriental Pratincole,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.76,3.76,11.28,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Spotted Redshank,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,4.8,14.399999999999999,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Chestnut-headed Bee-eater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.19,3.19,9.57,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Indochinese Roller,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.94,4.94,14.82,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
