"eBird.English.Name.2024","SoIB.Major.Update.Long.Term.Status","SoIB.Major.Update.Current.Status","SoIB.Major.Update.Range.Status","SoIB.Major.Update.Priority.Status"
"Ferruginous Flycatcher",NA,NA,NA,NA
"Fieldfare",NA,NA,NA,NA
"Finn's Weaver","Insufficient Data","Insufficient Data","Restricted","High"
"Finsch's Wheatear",NA,NA,NA,NA
"Fire-breasted Flowerpecker","Stable","Stable","Moderate","Low"
"Fire-capped Tit",NA,NA,NA,NA
"Fire-fronted Serin","Stable","Trend Inconclusive","Moderate","Low"
"Fire-tailed Myzornis","Trend Inconclusive","Trend Inconclusive","Restricted","Moderate"
"Fire-tailed Sunbird","Insufficient Data","Trend Inconclusive","Moderate","Low"
"Firethroat",NA,NA,NA,NA
"Flame-throated Bulbul","Decline","Stable","Moderate","Moderate"
"Flavescent Bulbul","Insufficient Data","Insufficient Data","Moderate","Low"
"Flesh-footed Shearwater",NA,NA,NA,NA
"Forest Owlet","Insufficient Data","Insufficient Data","Restricted","High"
"Forest Wagtail","Rapid Decline","Rapid Decline","Moderate","High"
"Fork-tailed Drongo-Cuckoo","Insufficient Data","Trend Inconclusive","Moderate","Low"
"Franklin's Gull",NA,NA,NA,NA
"Freckle-breasted Woodpecker",NA,NA,NA,NA
"Fulvous Parrotbill","Insufficient Data","Insufficient Data","Very Restricted","High"
"Fulvous Whistling-Duck","Insufficient Data","Trend Inconclusive","Moderate","Low"
"Fulvous-breasted Woodpecker","Trend Inconclusive","Trend Inconclusive","Large","Low"
"Gadwall","Trend Inconclusive","Decline","Large","Moderate"
"Garden Warbler",NA,NA,NA,NA
"Garganey","Rapid Decline","Rapid Decline","Large","High"
"Glossy Ibis","Rapid Increase","Stable","Very Large","Low"
"Godlewski's Bunting",NA,NA,NA,NA
"Gold-naped Finch","Insufficient Data","Insufficient Data","Restricted","Moderate"
"Goldcrest","Insufficient Data","Insufficient Data","Moderate","Low"
"Golden Babbler","Insufficient Data","Insufficient Data","Moderate","Low"
"Golden Bush-Robin","Insufficient Data","Trend Inconclusive","Moderate","Low"
"Golden Eagle","Insufficient Data","Insufficient Data","Moderate","Low"
"Golden-breasted Fulvetta","Insufficient Data","Insufficient Data","Restricted","Moderate"
"Golden-crested Myna",NA,NA,NA,NA
"Golden-fronted Leafbird","Trend Inconclusive","Stable","Large","Low"
"Golden-headed Cisticola","Insufficient Data","Trend Inconclusive","Restricted","Moderate"
"Golden-throated Barbet","Insufficient Data","Trend Inconclusive","Moderate","Low"
"Goliath Heron","Insufficient Data","Insufficient Data","Historical","Low"
"Gould's Shortwing","Insufficient Data","Insufficient Data","Restricted","Moderate"
"Grandala","Insufficient Data","Insufficient Data","Restricted","Moderate"
"Gray Bushchat","Stable","Trend Inconclusive","Moderate","Low"
"Gray Francolin","Trend Inconclusive","Increase","Very Large","Low"
"Gray Heron","Trend Inconclusive","Trend Inconclusive","Very Large","Low"
"Gray Junglefowl","Trend Inconclusive","Trend Inconclusive","Large","Low"
"Gray Nightjar",NA,NA,NA,NA
"Gray Peacock-Pheasant","Insufficient Data","Insufficient Data","Restricted","Moderate"
"Gray Sibia","Insufficient Data","Insufficient Data","Restricted","Moderate"
"Gray Treepie","Increase","Increase","Moderate","Low"
"Gray Wagtail","Decline","Rapid Decline","Very Large","Moderate"
"Gray-backed Shrike","Trend Inconclusive","Stable","Moderate","Low"
"Gray-bellied Cuckoo","Stable","Trend Inconclusive","Large","Low"
"Gray-bellied Tesia","Trend Inconclusive","Trend Inconclusive","Moderate","Low"
"Gray-breasted Prinia","Trend Inconclusive","Trend Inconclusive","Very Large","Low"
"Gray-capped Pygmy Woodpecker","Stable","Stable","Moderate","Low"
"Gray-cheeked Warbler","Insufficient Data","Trend Inconclusive","Moderate","Low"
"Gray-chinned Minivet",NA,NA,NA,NA
"Gray-crested Tit","Insufficient Data","Decline","Restricted","High"
"Gray-crowned Goldfinch","Insufficient Data","Trend Inconclusive","Moderate","Low"
"Gray-crowned Prinia","Insufficient Data","Trend Inconclusive","Very Restricted","High"
"Gray-crowned Warbler",NA,NA,NA,NA
"Gray-eyed Bulbul",NA,NA,NA,NA
"Gray-faced Buzzard",NA,NA,NA,NA
"Gray-fronted Green-Pigeon","Stable","Trend Inconclusive","Moderate","Low"
"Gray-headed Bulbul","Trend Inconclusive","Stable","Moderate","Low"
"Gray-headed Bullfinch",NA,NA,NA,NA
"Gray-headed Canary-Flycatcher","Decline","Trend Inconclusive","Large","Moderate"
"Gray-headed Fish-Eagle","Insufficient Data","Insufficient Data","Moderate","Moderate"
"Gray-headed Lapwing","Stable","Trend Inconclusive","Large","Low"
"Gray-headed Parakeet","Insufficient Data","Insufficient Data","Restricted","Moderate"
"Gray-headed Parrotbill","Insufficient Data","Insufficient Data","Restricted","Moderate"
"Gray-headed Swamphen","Increase","Stable","Very Large","Low"
"Gray-headed Woodpecker","Trend Inconclusive","Trend Inconclusive","Moderate","Low"
"Gray-hooded Warbler","Trend Inconclusive","Stable","Moderate","Low"
"Gray-lored Broadbill","Insufficient Data","Insufficient Data","Restricted","Moderate"
"Gray-necked Bunting","Rapid Decline","Trend Inconclusive","Large","Moderate"
"Gray-sided Bush Warbler","Insufficient Data","Insufficient Data","Moderate","Low"
"Gray-sided Laughingthrush","Insufficient Data","Insufficient Data","Restricted","Moderate"
"Gray-sided Thrush",NA,NA,NA,NA
"Gray-tailed Tattler",NA,NA,NA,NA
"Gray-throated Babbler","Insufficient Data","Insufficient Data","Moderate","Low"
"Gray-throated Martin","Decline","Trend Inconclusive","Large","Moderate"
"Gray-winged Blackbird","Stable","Stable","Moderate","Low"
"Graylag Goose","Trend Inconclusive","Trend Inconclusive","Large","Low"
"Great Barbet","Rapid Increase","Trend Inconclusive","Moderate","Low"
"Great Cormorant","Trend Inconclusive","Stable","Very Large","Low"
"Great Crested Grebe","Rapid Decline","Decline","Moderate","High"
"Great Crested Tern","Insufficient Data","Trend Inconclusive","Moderate","Low"
"Great Eared-Nightjar",NA,NA,NA,NA
"Great Egret","Stable","Trend Inconclusive","Very Large","Low"
"Great Frigatebird",NA,NA,NA,NA
"Great Gray Shrike","Rapid Decline","Decline","Large","High"
"Great Hornbill","Trend Inconclusive","Stable","Moderate","Low"
"Great Indian Bustard","Insufficient Data","Trend Inconclusive","Restricted","High"
"Great Knot","Insufficient Data","Insufficient Data","Restricted","High"
"Great Myna","Insufficient Data","Trend Inconclusive","Moderate","Low"
"Great Parrotbill","Insufficient Data","Insufficient Data","Very Restricted","High"
"Great Reed Warbler",NA,NA,NA,NA
"Great Rosefinch",NA,NA,NA,NA
"Great Slaty Woodpecker","Insufficient Data","Insufficient Data","Restricted","High"
"Great Snipe",NA,NA,NA,NA
"Great Spotted Woodpecker",NA,NA,NA,NA
"Great Thick-knee","Rapid Decline","Rapid Decline","Large","High"
"Great White Pelican","Decline","Decline","Moderate","High"
"Greater Adjutant","Insufficient Data","Insufficient Data","Restricted","High"
"Greater Coucal","Increase","Rapid Increase","Very Large","Low"
"Greater Flameback","Stable","Increase","Large","Low"
"Greater Flamingo","Rapid Decline","Rapid Decline","Large","High"
"Greater Hoopoe-Lark",NA,NA,NA,NA
"Greater Necklaced Laughingthrush","Insufficient Data","Insufficient Data","Moderate","Low"
"Greater Painted-Snipe","Trend Inconclusive","Stable","Large","Low"
"Greater Racket-tailed Drongo","Trend Inconclusive","Trend Inconclusive","Large","Low"
"Greater Sand-Plover",NA,NA,NA,NA
"Greater Scaup",NA,NA,NA,NA
"Greater Short-toed Lark","Decline","Trend Inconclusive","Large","Moderate"
"Greater Spotted Eagle","Stable","Stable","Large","Low"
"Greater White-fronted Goose",NA,NA,NA,NA
"Greater Whitethroat",NA,NA,NA,NA
"Greater Yellownape","Trend Inconclusive","Trend Inconclusive","Moderate","Low"
"Green Avadavat","Insufficient Data","Insufficient Data","Restricted","High"
"Green Cochoa","Insufficient Data","Insufficient Data","Restricted","Moderate"
"Green Imperial-Pigeon","Stable","Increase","Moderate","Low"
"Green Peafowl",NA,NA,NA,NA
"Green Sandpiper","Decline","Stable","Very Large","Low"
"Green Shrike-Babbler","Insufficient Data","Trend Inconclusive","Moderate","Low"
"Green Warbler",NA,NA,NA,NA
"Green-backed Tit","Stable","Stable","Moderate","Low"
"Green-billed Malkoha","Stable","Stable","Moderate","Low"
"Green-crowned Warbler","Insufficient Data","Insufficient Data","Restricted","Moderate"
"Green-tailed Sunbird","Trend Inconclusive","Trend Inconclusive","Moderate","Low"
"Green-winged Teal","Rapid Decline","Rapid Decline","Large","High"
"Greenish Warbler","Trend Inconclusive","Stable","Very Large","Low"
"Ground Tit",NA,NA,NA,NA
"Gull-billed Tern","Rapid Decline","Rapid Decline","Moderate","High"
"Hair-crested Drongo","Decline","Trend Inconclusive","Large","Moderate"
"Hawfinch",NA,NA,NA,NA
"Heart-spotted Woodpecker","Decline","Stable","Moderate","Moderate"
"Hen Harrier","Insufficient Data","Decline","Moderate","Moderate"
"Hill Blue Flycatcher",NA,NA,NA,NA
"Hill Partridge","Stable","Trend Inconclusive","Moderate","Low"
"Hill Pigeon","Insufficient Data","Insufficient Data","Moderate","Low"
"Hill Prinia",NA,NA,NA,NA
"Hill Swallow","Insufficient Data","Insufficient Data","Restricted","Moderate"
"Himalayan Beautiful Rosefinch","Insufficient Data","Insufficient Data","Restricted","Moderate"
"Himalayan Black-lored Tit","Trend Inconclusive","Stable","Moderate","Low"
"Himalayan Bluetail","Trend Inconclusive","Trend Inconclusive","Moderate","Low"
"Himalayan Bulbul","Increase","Stable","Moderate","Low"
"Himalayan Buzzard",NA,NA,NA,NA
"Himalayan Cuckoo","Trend Inconclusive","Trend Inconclusive","Moderate","Low"
"Himalayan Cutia","Insufficient Data","Insufficient Data","Restricted","Moderate"
"Himalayan Flameback","Insufficient Data","Insufficient Data","Restricted","Moderate"
"Himalayan Griffon","Decline","Trend Inconclusive","Moderate","Moderate"
"Himalayan Monal","Insufficient Data","Trend Inconclusive","Moderate","Low"
"Himalayan Owl",NA,NA,NA,NA
"Himalayan Prinia","Stable","Trend Inconclusive","Moderate","Low"
"Himalayan Quail","Insufficient Data","Insufficient Data","Historical","High"
"Himalayan Rubythroat","Insufficient Data","Trend Inconclusive","Moderate","Low"
"Himalayan Shortwing","Insufficient Data","Insufficient Data","Restricted","Moderate"
"Himalayan Snowcock","Insufficient Data","Insufficient Data","Moderate","Moderate"
"Himalayan Swiftlet","Rapid Decline","Stable","Moderate","Moderate"
"Himalayan Thrush","Insufficient Data","Insufficient Data","Restricted","Moderate"
"Himalayan White-browed Rosefinch","Insufficient Data","Insufficient Data","Restricted","Moderate"
"Himalayan Woodpecker","Trend Inconclusive","Stable","Moderate","Low"
"Hoary-throated Barwing","Decline","Trend Inconclusive","Restricted","High"
"Hodgson's Frogmouth",NA,NA,NA,NA
"Hodgson's Hawk-Cuckoo",NA,NA,NA,NA
"Hodgson's Redstart","Insufficient Data","Insufficient Data","Restricted","Moderate"
"Hodgson's Treecreeper","Insufficient Data","Insufficient Data","Moderate","Low"
"Hooded Crow",NA,NA,NA,NA
"Horned Grebe",NA,NA,NA,NA
"Horned Lark","Insufficient Data","Insufficient Data","Moderate","Low"
"Horsfield's Bronze-Cuckoo",NA,NA,NA,NA
"House Crow","Trend Inconclusive","Trend Inconclusive","Very Large","Low"
"House Sparrow","Trend Inconclusive","Decline","Very Large","Moderate"
"House Swift",NA,NA,NA,NA
"Hume's Boobook",NA,NA,NA,NA
"Hume's Bush Warbler","Insufficient Data","Insufficient Data","Restricted","Moderate"
"Hume's Lark","Insufficient Data","Insufficient Data","Restricted","Moderate"
"Hume's Treecreeper",NA,NA,NA,NA
"Hume's Warbler","Stable","Stable","Large","Low"
"Hume's Wheatear",NA,NA,NA,NA
"Hypocolius","Insufficient Data","Insufficient Data","Restricted","Moderate"
"Ibisbill","Insufficient Data","Insufficient Data","Restricted","Moderate"
"Immaculate Cupwing","Insufficient Data","Insufficient Data","Restricted","Moderate"
"Imperial Eagle","Trend Inconclusive","Trend Inconclusive","Moderate","Moderate"
"Indian Blackbird","Trend Inconclusive","Stable","Moderate","Low"
"Indian Blue Robin","Decline","Stable","Moderate","Moderate"
"Indian Bushlark","Decline","Decline","Large","Moderate"
"Indian Cormorant","Increase","Trend Inconclusive","Very Large","Low"
"Indian Courser","Rapid Decline","Decline","Large","High"
"Indian Cuckoo","Insufficient Data","Insufficient Data","Large","Low"
"Indian Cuckooshrike","Rapid Decline","Stable","Very Large","Moderate"
"Indian Golden Oriole","Trend Inconclusive","Stable","Large","Low"
"Indian Grassbird","Insufficient Data","Insufficient Data","Restricted","Moderate"
"Indian Gray Hornbill","Rapid Increase","Stable","Very Large","Low"
"Indian Nightjar",NA,NA,NA,NA
"Indian Nuthatch","Insufficient Data","Insufficient Data","Moderate","Moderate"
"Indian Paradise-Flycatcher","Trend Inconclusive","Stable","Large","Low"
"Indian Peafowl","Rapid Increase","Rapid Increase","Very Large","Low"
"Indian Pied Starling","Insufficient Data","Insufficient Data","Very Large","Low"
"Indian Pitta","Trend Inconclusive","Stable","Large","Low"
"Indian Pond-Heron","Stable","Stable","Very Large","Low"
"Indian Robin","Stable","Trend Inconclusive","Very Large","Low"
"Indian Roller","Decline","Decline","Very Large","Moderate"
"Indian Scimitar-Babbler","Decline","Increase","Large","Low"
"Indian Scops-Owl",NA,NA,NA,NA
"Indian Silverbill","Stable","Trend Inconclusive","Very Large","Low"
"Indian Skimmer","Insufficient Data","Decline","Restricted","High"
"Indian Spot-billed Duck","Trend Inconclusive","Stable","Very Large","Low"
"Indian Spotted Creeper","Insufficient Data","Insufficient Data","Moderate","Moderate"
"Indian Spotted Eagle","Trend Inconclusive","Trend Inconclusive","Large","Moderate"
"Indian Swiftlet","Trend Inconclusive","Trend Inconclusive","Moderate","Low"
"Indian Thick-knee","Insufficient Data","Insufficient Data","Large","Low"
"Indian Vulture","Rapid Decline","Rapid Decline","Moderate","High"
"Indian White-eye","Stable","Stable","Very Large","Low"
"Indian Yellow Tit","Decline","Stable","Large","Low"
"Indochinese Roller","Stable","Stable","Moderate","Low"
"Isabelline Shrike","Decline","Rapid Decline","Large","High"
"Isabelline Wheatear","Rapid Decline","Decline","Moderate","High"
"Jack Snipe",NA,NA,NA,NA
"Japanese Quail",NA,NA,NA,NA
"Japanese Sparrowhawk",NA,NA,NA,NA
"Japanese Thrush",NA,NA,NA,NA
"Javan Pond-Heron",NA,NA,NA,NA
"Jerdon's Babbler","Trend Inconclusive","Rapid Decline","Restricted","High"
"Jerdon's Baza","Insufficient Data","Insufficient Data","Moderate","Low"
"Jerdon's Bushchat","Insufficient Data","Insufficient Data","Very Restricted","High"
"Jerdon's Bushlark","Stable","Stable","Large","Low"
"Jerdon's Courser","Insufficient Data","Insufficient Data","Historical","High"
"Jerdon's Leafbird","Decline","Stable","Large","Low"
"Jerdon's Nightjar",NA,NA,NA,NA
"Jouanin's Petrel",NA,NA,NA,NA
"Jungle Babbler","Trend Inconclusive","Stable","Very Large","Low"
"Jungle Bush-Quail","Decline","Stable","Large","Low"
"Jungle Myna","Stable","Trend Inconclusive","Large","Low"
"Jungle Nightjar",NA,NA,NA,NA
"Jungle Owlet","Stable","Increase","Large","Low"
"Jungle Prinia","Stable","Trend Inconclusive","Large","Low"
"Kalij Pheasant","Trend Inconclusive","Trend Inconclusive","Moderate","Low"
"Kashmir Flycatcher","Insufficient Data","Insufficient Data","Restricted","High"
"Kashmir Nutcracker","Insufficient Data","Insufficient Data","Restricted","Moderate"
"Kashmir Nuthatch","Insufficient Data","Insufficient Data","Restricted","Moderate"
"Kentish Plover","Rapid Decline","Rapid Decline","Large","High"
"Knob-billed Duck","Trend Inconclusive","Trend Inconclusive","Large","Low"
"Koklass Pheasant","Insufficient Data","Insufficient Data","Moderate","Low"
"Laggar Falcon","Insufficient Data","Rapid Decline","Moderate","Moderate"
"Lanceolated Warbler",NA,NA,NA,NA
"Large Blue Flycatcher","Insufficient Data","Insufficient Data","Very Restricted","High"
"Large Gray Babbler","Trend Inconclusive","Stable","Very Large","Low"
"Large Hawk-Cuckoo","Insufficient Data","Insufficient Data","Moderate","Low"
"Large Niltava","Insufficient Data","Trend Inconclusive","Moderate","Low"
"Large Scimitar-Babbler","Insufficient Data","Insufficient Data","Restricted","Moderate"
"Large Woodshrike","Decline","Trend Inconclusive","Moderate","Moderate"
"Large-billed Crow","Trend Inconclusive","Stable","Very Large","Low"
"Large-billed Leaf Warbler","Rapid Decline","Trend Inconclusive","Moderate","Moderate"
"Large-billed Reed Warbler",NA,NA,NA,NA
"Large-tailed Nightjar",NA,NA,NA,NA
"Laughing Dove","Trend Inconclusive","Trend Inconclusive","Very Large","Low"
"Legge's Hawk-Eagle","Insufficient Data","Insufficient Data","Restricted","Moderate"
"Lemon-rumped Warbler","Decline","Trend Inconclusive","Moderate","Moderate"
"Lesser Adjutant","Trend Inconclusive","Decline","Moderate","Moderate"
"Lesser Black-backed Gull","Decline","Stable","Moderate","Moderate"
"Lesser Coucal","Stable","Trend Inconclusive","Moderate","Low"
"Lesser Crested Tern","Decline","Stable","Moderate","Moderate"
"Lesser Cuckoo","Insufficient Data","Insufficient Data","Moderate","Low"
"Lesser Fish-Eagle","Stable","Trend Inconclusive","Moderate","Low"
"Lesser Flamingo","Insufficient Data","Decline","Moderate","Moderate"
"Lesser Florican","Insufficient Data","Insufficient Data","Restricted","High"
"Lesser Frigatebird",NA,NA,NA,NA
"Lesser Gray Shrike",NA,NA,NA,NA
"Lesser Kestrel",NA,NA,NA,NA
"Lesser Necklaced Laughingthrush","Insufficient Data","Trend Inconclusive","Moderate","Low"
"Lesser Noddy",NA,NA,NA,NA
"Lesser Racket-tailed Drongo","Stable","Decline","Moderate","Moderate"
"Lesser Shortwing","Insufficient Data","Insufficient Data","Moderate","Low"
"Lesser Whistling-Duck","Stable","Stable","Very Large","Low"
"Lesser White-fronted Goose",NA,NA,NA,NA
"Lesser Whitethroat","Trend Inconclusive","Stable","Very Large","Low"
"Lesser Yellownape","Stable","Stable","Large","Low"
"Light-mantled Albatross",NA,NA,NA,NA
"Lineated Barbet","Stable","Stable","Moderate","Low"
"Little Bittern",NA,NA,NA,NA
"Little Bunting","Insufficient Data","Insufficient Data","Moderate","Low"
"Little Bustard",NA,NA,NA,NA
"Little Cormorant","Increase","Stable","Very Large","Low"
"Little Crake",NA,NA,NA,NA
"Little Egret","Trend Inconclusive","Trend Inconclusive","Very Large","Low"
"Little Forktail","Trend Inconclusive","Decline","Moderate","Moderate"
"Little Grebe","Trend Inconclusive","Trend Inconclusive","Very Large","Low"
"Little Gull",NA,NA,NA,NA
"Little Owl",NA,NA,NA,NA
"Little Pied Flycatcher","Decline","Trend Inconclusive","Moderate","Moderate"
"Little Ringed Plover","Rapid Decline","Rapid Decline","Very Large","High"
"Little Spiderhunter","Rapid Decline","Trend Inconclusive","Moderate","Moderate"
"Little Stint","Rapid Decline","Rapid Decline","Large","High"
"Little Swift","Decline","Rapid Increase","Very Large","Low"
"Little Tern","Rapid Decline","Decline","Moderate","High"
"Long-billed Bush Warbler","Insufficient Data","Insufficient Data","Very Restricted","High"
"Long-billed Dowitcher",NA,NA,NA,NA
"Long-billed Pipit","Rapid Decline","Trend Inconclusive","Large","Moderate"
"Long-billed Plover","Insufficient Data","Insufficient Data","Restricted","Moderate"
"Long-billed Thrush","Insufficient Data","Insufficient Data","Restricted","Moderate"
"Long-billed Wren-Babbler","Insufficient Data","Insufficient Data","Restricted","Moderate"
"Long-eared Owl",NA,NA,NA,NA
"Long-legged Buzzard","Trend Inconclusive","Trend Inconclusive","Large","Low"
"Long-tailed Broadbill","Trend Inconclusive","Trend Inconclusive","Moderate","Low"
"Long-tailed Duck",NA,NA,NA,NA
"Long-tailed Jaeger",NA,NA,NA,NA
"Long-tailed Minivet","Trend Inconclusive","Stable","Moderate","Low"
"Long-tailed Parakeet","Insufficient Data","Insufficient Data","Restricted","High"
"Long-tailed Shrike","Trend Inconclusive","Stable","Very Large","Low"
"Long-tailed Sibia","Insufficient Data","Insufficient Data","Restricted","Moderate"
"Long-tailed Thrush",NA,NA,NA,NA
"Long-toed Stint",NA,NA,NA,NA
"Loten's Sunbird","Trend Inconclusive","Rapid Increase","Large","Low"
"Malabar Barbet","Trend Inconclusive","Trend Inconclusive","Moderate","Low"
"Malabar Gray Hornbill","Trend Inconclusive","Trend Inconclusive","Moderate","Moderate"
"Malabar Imperial-Pigeon","Rapid Decline","Trend Inconclusive","Moderate","Moderate"
"Malabar Lark","Rapid Decline","Trend Inconclusive","Moderate","Moderate"
"Malabar Parakeet","Trend Inconclusive","Stable","Moderate","Low"
"Malabar Pied-Hornbill","Trend Inconclusive","Trend Inconclusive","Moderate","Moderate"
"Malabar Starling","Insufficient Data","Trend Inconclusive","Moderate","Low"
"Malabar Trogon","Decline","Stable","Moderate","Moderate"
"Malabar Whistling-Thrush","Decline","Stable","Moderate","Moderate"
"Malabar Woodshrike","Decline","Stable","Moderate","Moderate"
"Malayan Night Heron",NA,NA,NA,NA
"Mallard","Trend Inconclusive","Trend Inconclusive","Large","Low"
"Manchurian Bush Warbler",NA,NA,NA,NA
"Mandarin Duck",NA,NA,NA,NA
"Mangrove Pitta","Insufficient Data","Insufficient Data","Very Restricted","High"
"Mangrove Whistler",NA,NA,NA,NA
"Manipur Bush-Quail","Insufficient Data","Insufficient Data","Historical","High"
"Manipur Fulvetta","Insufficient Data","Insufficient Data","Very Restricted","High"
"Marbled Duck","Insufficient Data","Insufficient Data","Very Restricted","High"
"Maroon Oriole","Trend Inconclusive","Trend Inconclusive","Moderate","Low"
"Maroon-backed Accentor",NA,NA,NA,NA
"Marsh Babbler","Insufficient Data","Trend Inconclusive","Restricted","High"
"Marsh Sandpiper","Rapid Decline","Rapid Decline","Large","High"
"Masked Booby",NA,NA,NA,NA
"Masked Finfoot",NA,NA,NA,NA
"Masked Shrike",NA,NA,NA,NA
"Meadow Pipit",NA,NA,NA,NA
"Medium Egret","Stable","Trend Inconclusive","Very Large","Low"
"Merlin",NA,NA,NA,NA
"Mishmi Wren-Babbler","Insufficient Data","Insufficient Data","Very Restricted","High"
"Mistle Thrush","Insufficient Data","Trend Inconclusive","Moderate","Low"
"Mongolian Finch",NA,NA,NA,NA
"Mongolian Gull",NA,NA,NA,NA
"Mongolian Short-toed Lark",NA,NA,NA,NA
"Montagu's Harrier","Rapid Decline","Decline","Large","High"
"Mottled Wood-Owl",NA,NA,NA,NA
"Mount Victoria Babax","Insufficient Data","Insufficient Data","Very Restricted","High"
"Mountain Bamboo-Partridge",NA,NA,NA,NA
"Mountain Bulbul","Stable","Decline","Moderate","Moderate"
"Mountain Chiffchaff",NA,NA,NA,NA
"Mountain Hawk-Eagle","Trend Inconclusive","Stable","Moderate","Low"
"Mountain Imperial-Pigeon","Insufficient Data","Trend Inconclusive","Moderate","Low"
"Mountain Scops-Owl",NA,NA,NA,NA
"Mountain Tailorbird","Insufficient Data","Trend Inconclusive","Moderate","Low"
"Moustached Laughingthrush",NA,NA,NA,NA
"Moustached Warbler",NA,NA,NA,NA
"Mrs. Gould's Sunbird","Insufficient Data","Trend Inconclusive","Moderate","Low"
"Mrs. Hume's Pheasant",NA,NA,NA,NA
"Mugimaki Flycatcher",NA,NA,NA,NA
"Mute Swan",NA,NA,NA,NA
"Naga Wren-Babbler","Insufficient Data","Insufficient Data","Very Restricted","High"
"Namaqua Dove",NA,NA,NA,NA
"Narcondam Hornbill","Insufficient Data","Insufficient Data","Very Restricted","High"
"Naumann's Thrush",NA,NA,NA,NA
"Nepal Fulvetta","Stable","Trend Inconclusive","Moderate","Low"
"Nepal House-Martin","Insufficient Data","Trend Inconclusive","Moderate","Low"
"Nicobar Bulbul","Insufficient Data","Insufficient Data","Very Restricted","High"
"Nicobar Imperial-Pigeon","Insufficient Data","Insufficient Data","Restricted","Moderate"
"Nicobar Jungle Flycatcher","Insufficient Data","Insufficient Data","Restricted","Moderate"
"Nicobar Megapode","Insufficient Data","Insufficient Data","Restricted","High"
"Nicobar Parakeet","Insufficient Data","Insufficient Data","Restricted","Moderate"
"Nicobar Pigeon","Insufficient Data","Insufficient Data","Restricted","Moderate"
"Nicobar Scops-Owl",NA,NA,NA,NA
"Nicobar Serpent-Eagle","Insufficient Data","Insufficient Data","Restricted","Moderate"
"Nicobar Sparrowhawk","Insufficient Data","Insufficient Data","Very Restricted","High"
"Nilgiri Flowerpecker","Trend Inconclusive","Stable","Moderate","Low"
"Nilgiri Flycatcher","Insufficient Data","Insufficient Data","Restricted","Moderate"
"Nilgiri Laughingthrush","Decline","Trend Inconclusive","Very Restricted","High"
"Nilgiri Pipit","Trend Inconclusive","Trend Inconclusive","Very Restricted","High"
"Nilgiri Sholakili","Trend Inconclusive","Trend Inconclusive","Restricted","High"
"Nilgiri Thrush","Trend Inconclusive","Trend Inconclusive","Restricted","Moderate"
"Nilgiri Wood-Pigeon","Decline","Stable","Moderate","Moderate"
"Nordmann's Greenshank",NA,NA,NA,NA
"Northern Lapwing","Trend Inconclusive","Trend Inconclusive","Moderate","Moderate"
"Northern Pintail","Rapid Decline","Rapid Decline","Very Large","High"
"Northern Shoveler","Rapid Decline","Rapid Decline","Very Large","High"
"Northern Wheatear",NA,NA,NA,NA
"Olive-backed Pipit","Rapid Decline","Decline","Large","High"
"Orange Bullfinch","Insufficient Data","Trend Inconclusive","Restricted","Moderate"
"Orange Minivet","Decline","Stable","Moderate","Moderate"
"Orange-bellied Leafbird","Stable","Decline","Moderate","Moderate"
"Orange-breasted Green-Pigeon","Insufficient Data","Trend Inconclusive","Restricted","Moderate"
"Orange-headed Thrush","Decline","Trend Inconclusive","Large","Moderate"
"Oriental Bay-Owl",NA,NA,NA,NA
"Oriental Darter","Trend Inconclusive","Stable","Very Large","Low"
"Oriental Hobby","Insufficient Data","Insufficient Data","Restricted","Moderate"
"Oriental Honey-buzzard","Stable","Stable","Very Large","Low"
"Oriental Magpie-Robin","Trend Inconclusive","Stable","Very Large","Low"
"Oriental Pied-Hornbill","Stable","Stable","Moderate","Low"
"Oriental Plover",NA,NA,NA,NA
"Oriental Pratincole","Insufficient Data","Trend Inconclusive","Moderate","Low"
"Oriental Reed Warbler",NA,NA,NA,NA
"Oriental Scops-Owl",NA,NA,NA,NA
"Oriental Skylark","Rapid Decline","Rapid Decline","Large","High"
"Oriental Turtle-Dove","Trend Inconclusive","Trend Inconclusive","Large","Low"
"Ornate Sunbird","Insufficient Data","Insufficient Data","Restricted","Moderate"
"Ortolan Bunting",NA,NA,NA,NA
"Osprey","Rapid Decline","Rapid Decline","Large","High"
"Pacific Golden-Plover","Rapid Decline","Stable","Moderate","Moderate"
"Pacific Reef-Heron",NA,NA,NA,NA
"Pacific Swallow",NA,NA,NA,NA
"Pacific Swift",NA,NA,NA,NA
"Paddyfield Pipit","Stable","Decline","Very Large","Low"
"Paddyfield Warbler","Trend Inconclusive","Trend Inconclusive","Large","Low"
"Painted Bush-Quail","Insufficient Data","Insufficient Data","Restricted","Moderate"
"Painted Francolin","Insufficient Data","Trend Inconclusive","Large","Low"
"Painted Sandgrouse","Insufficient Data","Insufficient Data","Moderate","Moderate"
"Painted Spurfowl","Stable","Trend Inconclusive","Moderate","Low"
"Painted Stork","Stable","Decline","Very Large","Low"
"Palani Laughingthrush","Trend Inconclusive","Trend Inconclusive","Restricted","Moderate"
"Pale Blue Flycatcher",NA,NA,NA,NA
"Pale Martin",NA,NA,NA,NA
"Pale Rockfinch",NA,NA,NA,NA
"Pale Rosefinch",NA,NA,NA,NA
"Pale-billed Flowerpecker","Trend Inconclusive","Stable","Large","Low"
"Pale-billed Parrotbill","Insufficient Data","Insufficient Data","Restricted","Moderate"
