"eBird.English.Name.2022","eBird.Scientific.Name.2022","eBird.Code","Order","Family","SOIB.Concern.Status","SOIB.Long.Term.Status","SOIB.Current.Status","SOIB.Range.Status","Breeding.Activity.Period","Non.Breeding.Activity.Period","Diet.Guild","India.Endemic","Subcontinent.Endemic","Himalayas.Endemic","Endemic.Region","Habitat.Specialization","Migratory.Status.Within.India","Essential","Discard","India.Checklist.Common.Name","India.Checklist.Scientific.Name","BLI.Common.Name","BLI.Scientific.Name","IUCN.Category","WPA.Schedule","CITES.Appendix","CMS.Appendix","Onepercent.Estimates","Long.Term.Analysis","Current.Analysis","Selected.SOIB","totalrange25km","proprange25km2000","proprange25km.current","proprange25km2022","mean5km","ci5km","longtermlci","longtermmean","longtermrci","currentslopelci","currentslopemean","currentsloperci","proj2023.lci","proj2023.mean","proj2023.rci","proj2024.lci","proj2024.mean","proj2024.rci","proj2025.lci","proj2025.mean","proj2025.rci","proj2026.lci","proj2026.mean","proj2026.rci","proj2027.lci","proj2027.mean","proj2027.rci","proj2028.lci","proj2028.mean","proj2028.rci","proj2029.lci","proj2029.mean","proj2029.rci","SOIBv2.Long.Term.Status","SOIBv2.Current.Status","SOIBv2.Priority.Status"
"Pied Harrier","Circus melanoleucos","piehar1","Accipitriformes","Accipitridae (Hawks, Eagles, and Kites)",NA,NA,NA,NA,"Diurnal","Diurnal","Vertebrate & Carrion","No","No","No","None","Open Habitat","Winter Migrant",NA,NA,"Pied Harrier","Circus melanoleucos","Pied Harrier","Circus melanoleucos","Least Concern","Schedule-I","Appendix II","Appendix II",NA,"","X","X",132,0.227272727272727,0.242424242424242,0.318181818181818,13.75,1.0052625234992,NA,NA,NA,-9.91937085079456,-4.13392251128036,1.65152582823384,45.7924868585153,64.4560271456251,91.6605262413372,40.747285028213,60.9241331125549,92.4004543127692,36.2442752431234,57.641088352884,93.4356796423117,32.2468764562371,54.5875050125814,94.7174413082109,28.7079190725402,51.745656966064,96.2211431104927,25.5787593500121,49.0993281375461,97.935443053042,22.8131111611323,46.6336754654297,99.8569122678909,"eBird Data Deficient","eBird Data Indecisive",NA
"Montagu's Harrier","Circus pygargus","monhar1","Accipitriformes","Accipitridae (Hawks, Eagles, and Kites)","Moderate","Moderate Decline","Uncertain","Large","Diurnal","Diurnal","Vertebrate & Carrion","No","No","No","None","Grassland","Winter Migrant",NA,NA,"Montagu's Harrier","Circus pygargus","Montagu's Harrier","Circus pygargus","Least Concern","Schedule-I","Appendix II","Appendix II",NA,"X","X","X",572,0.0524475524475524,0.27972027972028,0.309440559440559,13.1241258741259,0.555910205082472,27.7030695340442,35.8706941894745,45.6878039460664,-6.77938755703401,-2.01400587967062,2.75137579769277,59.3265675922052,74.2579605996887,93.3242510235449,53.8212932459501,70.1200981799873,91.870678441945,48.7957011935551,66.2377361971237,90.5943311577207,44.2289957429577,62.5938827451602,89.4522184808227,40.089688185023,59.172746686747,88.4188945016237,36.34301282007,55.9596482112947,87.47828443141,32.9542907756092,52.9409363761947,86.6196503787737,"Rapid Decline","eBird Data Indecisive","Moderate"
"Crested Goshawk","Accipiter trivirgatus","cregos1","Accipitriformes","Accipitridae (Hawks, Eagles, and Kites)","Low","Uncertain","Uncertain","Large","Diurnal","Diurnal","Vertebrate & Carrion","No","No","No","None","Forest","Resident",NA,NA,"Crested Goshawk","Accipiter trivirgatus","Crested Goshawk","Accipiter trivirgatus","Least Concern","Schedule-I","Appendix II","Appendix II",NA,"X","X","X",385,0.0909090909090909,0.348701298701299,0.449350649350649,15.2337662337662,0.723831118150709,35.3670969160316,45.1847470983698,57.9487974570342,-5.6571189969353,-1.65527774346989,2.34656350999552,72.8583300891247,89.1789641027945,109.528427448716,69.8453515002944,88.6260268352256,112.991510997476,66.9190647857356,88.1056992421388,116.738372236518,64.1024860111526,87.6174486935573,120.745631896168,61.4051541189334,87.1607782948558,125.004778887151,58.8296758877161,86.7352259674345,129.515620772002,56.374964293688,86.3403635947546,134.283047971743,"Declining","eBird Data Indecisive","Moderate"
"Shikra","Accipiter badius","shikra1","Accipitriformes","Accipitridae (Hawks, Eagles, and Kites)","Low","Stable","Stable","Very Large","Diurnal","Diurnal","Vertebrate & Carrion","No","No","No","None","None","Resident",NA,NA,"Shikra","Accipiter badius","Shikra","Accipiter badius","Least Concern","Schedule-I","Appendix II","Appendix II",NA,"X","X","X",3129,0.0741450942793225,0.431168104825823,0.537551933525088,9.44263342921061,0.22276394754959,97.9329396946865,118.589525051524,145.972370709775,-4.20338221190029,-1.19402437907636,1.81533345374758,78.7498415637804,90.6507672330197,104.519727865779,75.9963084057806,89.7083934591138,106.134201698944,73.3069937854146,88.7945696401297,107.880081641087,70.6998924631633,87.9086578571908,109.735231966741,68.1831078867238,87.0500436688186,111.687860073621,65.7595910386666,86.2181354256331,113.73176343035,63.429490602193,85.4123636134524,115.863966672931,"Stable","eBird Data Indecisive","Low"
"Nicobar Sparrowhawk","Accipiter butleri","nicspa1","Accipitriformes","Accipitridae (Hawks, Eagles, and Kites)","High","Data Deficient","Data Deficient","Restricted","Diurnal","Diurnal","Vertebrate & Carrion","Yes","Yes","No","Nicobar Islands","Forest","Resident",NA,NA,"Nicobar Sparrowhawk","Accipiter butleri","Nicobar Sparrowhawk","Accipiter butleri","Vulnerable","Schedule-I","Appendix II","Appendix II",NA,"","","X",3,NA,0.444444444444444,NA,5.66666666666667,6.23240278259071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eBird Data Deficient","eBird Data Deficient","High"
"Chinese Sparrowhawk","Accipiter soloensis","grfhaw1","Accipitriformes","Accipitridae (Hawks, Eagles, and Kites)",NA,NA,NA,NA,"Diurnal","Diurnal","Vertebrate & Carrion","No","No","No","None","None","Winter Migrant",NA,NA,"Chinese Sparrowhawk","Accipiter soloensis","Chinese Sparrowhawk","Accipiter soloensis","Least Concern","Schedule-I","Appendix II","Appendix II",NA,"","","",10,NA,0.4125,0.6,7.3,2.7571905185452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Japanese Sparrowhawk","Accipiter gularis","japspa1","Accipitriformes","Accipitridae (Hawks, Eagles, and Kites)",NA,NA,NA,NA,"Diurnal","Diurnal","Vertebrate & Carrion","No","No","No","None","None","Winter Migrant",NA,NA,"Japanese Sparrowhawk","Accipiter gularis","Japanese Sparrowhawk","Accipiter gularis","Least Concern","Schedule-I","Appendix II","Appendix II",NA,"","","",6,NA,0.25,NA,9.66666666666667,3.74172390453622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Besra","Accipiter virgatus","besra1","Accipitriformes","Accipitridae (Hawks, Eagles, and Kites)","Moderate","Data Deficient","Data Deficient","Moderate","Diurnal","Diurnal","Vertebrate & Carrion","No","No","No","None","Forest","Resident",NA,NA,"Besra","Accipiter virgatus","Besra","Accipiter virgatus","Least Concern","Schedule-I","Appendix II","Appendix II",NA,"X","X","X",307,0.0912052117263844,0.211319218241042,0.267100977198697,16.3029315960912,0.740328352857811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eBird Data Deficient","eBird Data Deficient","Moderate"
"Eurasian Sparrowhawk","Accipiter nisus","eurspa1","Accipitriformes","Accipitridae (Hawks, Eagles, and Kites)","Moderate","Moderate Decline","Uncertain","Moderate","Diurnal","Diurnal","Vertebrate & Carrion","No","No","No","None","None","Resident & Winter Migrant",NA,NA,"Eurasian Sparrowhawk","Accipiter nisus","Eurasian Sparrowhawk","Accipiter nisus","Least Concern","Schedule-I","Appendix II","Appendix II",NA,"X","X","X",950,0.0778947368421053,0.264078947368421,0.373684210526316,12.3536842105263,0.412069774054791,44.7931288849847,56.6298634683241,70.4615190664822,-2.55595812239409,2.54992601465869,7.65581015171146,89.3612816124876,113.335877249347,144.263687717739,86.181856022657,114.039186666608,151.664220150847,83.052351247418,114.782675555015,159.711360954144,80.0101815758811,115.567168539653,168.394778670037,77.0735930614811,116.393539288966,177.726815421129,74.2507862307421,117.262712258177,187.73357067171,71.5444547448707,118.175664543476,198.450593284892,"Declining","eBird Data Indecisive","Moderate"
"Northern Goshawk","Accipiter gentilis","norgos","Accipitriformes","Accipitridae (Hawks, Eagles, and Kites)",NA,NA,NA,NA,"Diurnal","Diurnal","Vertebrate & Carrion","No","No","No","None","Forest","Resident & Winter Migrant",NA,NA,"Northern Goshawk","Accipiter gentilis","Northern Goshawk","Accipiter gentilis","Least Concern","Schedule-I","Appendix II","Appendix II",NA,"","","",45,0.133333333333333,0.125,0.111111111111111,14.0444444444444,1.88321980409285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Red Kite","Milvus milvus","redkit1","Accipitriformes","Accipitridae (Hawks, Eagles, and Kites)",NA,NA,NA,NA,"Diurnal","Diurnal","Vertebrate & Carrion","No","No","No","None","None","Uncertain",NA,1,"Red Kite","Milvus milvus","Red Kite","Milvus milvus","Least Concern","Schedule-I","Appendix II","Appendix II",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Black Kite","Milvus migrans","blakit1","Accipitriformes","Accipitridae (Hawks, Eagles, and Kites)","Low","Stable","Uncertain","Large","Diurnal","Diurnal","Vertebrate & Carrion","No","No","No","None","None","Resident & Winter Migrant",1,NA,"Black Kite","Milvus migrans","Black Kite","Milvus migrans","Least Concern","Schedule-II","Appendix II","Appendix II",NA,"X","X","X",2941,0.122407344440666,0.438966337980279,0.538252295137708,9.63651819109147,0.233530108430637,91.0274119579427,104.904371560049,120.820868200485,-4.30101385561869,-1.99358204875352,0.313849758111644,75.1514360018287,84.5202073231249,95.1650010030696,72.1538054664405,82.871844020919,95.3326832279934,69.2467120170792,81.2661147568569,95.5738954124277,66.4429676673434,79.7017778338453,95.8688766519072,63.7473910680035,78.1776315999849,96.2062418603395,61.1606822851978,76.6925130542784,96.5790868831483,58.6813392425652,75.2452965041449,96.9830531181131,"Stable","Stable","Low"
"Brahminy Kite","Haliastur indus","brakit1","Accipitriformes","Accipitridae (Hawks, Eagles, and Kites)","Low","Uncertain","Uncertain","Large","Diurnal","Diurnal","Vertebrate & Carrion","No","No","No","None","Wetland","Resident",1,NA,"Brahminy Kite","Haliastur indus","Brahminy Kite","Haliastur indus","Least Concern","Schedule-I","Appendix II","Appendix II",NA,"X","X","X",1143,0.146106736657918,0.487860892388451,0.550306211723535,12.7874015748031,0.404413210013499,84.5529699981783,99.7873520720887,117.78400446285,-3.31599061041346,-0.300591192489183,2.71480822543509,87.7079152161376,101.121545798823,116.755401335404,86.3805425051641,102.158788926996,121.062723423985,85.0308980610079,103.223946645145,125.6478069442,83.682133181107,104.317662642991,130.496515902326,82.3471890903047,105.440601705814,135.6055547264,81.0335487532115,106.593450377218,140.977747197212,79.7456107462102,107.776917647185,146.619695438771,"Stable","eBird Data Indecisive","Low"
"White-tailed Eagle","Haliaeetus albicilla","whteag","Accipitriformes","Accipitridae (Hawks, Eagles, and Kites)",NA,NA,NA,NA,"Diurnal","Diurnal","Vertebrate & Carrion","No","No","No","None","Wetland","Winter Migrant",NA,NA,"White-tailed Sea Eagle","Haliaeetus albicilla","White-tailed Sea-eagle","Haliaeetus albicilla","Least Concern","Schedule-I","Appendix I","Appendix I",NA,"","","",18,0.277777777777778,0.174603174603175,0.222222222222222,17.2777777777778,2.37582186979748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pallas's Fish-Eagle","Haliaeetus leucoryphus","pafeag1","Accipitriformes","Accipitridae (Hawks, Eagles, and Kites)","High","Uncertain","Uncertain","Very Restricted","Diurnal","Diurnal","Vertebrate & Carrion","No","No","No","None","Wetland","Winter Migrant",1,NA,"Pallas's Fish Eagle","Haliaeetus leucoryphus","Pallas's Fish-eagle","Haliaeetus leucoryphus","Endangered","Schedule-I","Appendix II","Appendix I",NA,"X","X","X",67,0.417910447761194,0.264925373134328,0.328358208955224,14.4328358208955,1.49434575197954,16.0431039888466,22.0936526059142,31.0128155117126,-12.5075940317689,-6.63445097091827,-0.761307910067663,38.5054440995918,59.1457544298956,91.9793048401649,34.5862813556795,57.3103113079138,96.6119625394716,31.040088455283,55.5794022642693,101.835290682159,27.8558289929928,53.9468761595539,107.635063452948,25.0079418313852,52.4070190548643,114.025117730927,22.4660611560674,50.9545217207225,121.036911414747,20.1993776718228,49.5844498097951,128.714694843941,"Rapid Decline","eBird Data Indecisive","High"
"White-bellied Sea-Eagle","Haliaeetus leucogaster","wbseag1","Accipitriformes","Accipitridae (Hawks, Eagles, and Kites)","Moderate","Strong Decline","Uncertain","Moderate","Diurnal","Diurnal","Vertebrate & Carrion","No","No","No","None","Wetland","Resident",NA,NA,"White-bellied Sea Eagle","Haliaeetus leucogaster","White-bellied Sea-eagle","Haliaeetus leucogaster","Least Concern","Schedule-I","Appendix II","Appendix II",NA,"X","X","X",226,0.150442477876106,0.438053097345133,0.52212389380531,11.7079646017699,0.981087347626225,28.2821169920243,39.2099331077872,52.622851407869,-6.51072884277642,-2.15388881087644,2.20295122102354,68.4507369069129,85.0620464800242,106.125939611545,65.0594886495789,84.0345350911754,109.146145652105,61.8067754286474,83.0585866385109,112.446446793588,58.7116832678067,82.1326134563522,116.001120659082,55.7795101813388,81.2551183151347,119.800247643983,53.0086831776307,80.4246903259158,123.842735654211,50.3941538730305,79.6400010999204,128.13287960279,"Declining","eBird Data Indecisive","Moderate"
"Lesser Fish-Eagle","Haliaeetus humilis","lefeag1","Accipitriformes","Accipitridae (Hawks, Eagles, and Kites)","Moderate","Data Deficient","Uncertain","Moderate","Diurnal","Diurnal","Vertebrate & Carrion","No","No","No","None","Wetland","Resident",1,NA,"Lesser Fish Eagle","Haliaeetus humilis","Lesser Fish-eagle","Icthyophaga humilis","Near Threatened","Schedule-I","Appendix II","Appendix II",NA,"","X","X",106,0.10377358490566,0.317216981132075,0.358490566037736,20.5188679245283,0.991547957769697,NA,NA,NA,-10.5446695779801,-6.00136852979504,-1.45806748160994,47.524152485121,62.5645884793253,82.8311353860139,43.7894665648396,60.5352494508096,84.3443386855334,40.3225982832284,58.6034918120596,86.0707611257601,37.1250870761269,56.7641446912658,87.9783289670276,34.186351247707,55.0123462319506,90.0511827833685,31.4906808819173,53.3435237203656,92.2823128513018,29.0205459245829,51.7533750833538,94.6699259480105,"eBird Data Deficient","Declining","Moderate"
"Gray-headed Fish-Eagle","Haliaeetus ichthyaetus","gyhfie1","Accipitriformes","Accipitridae (Hawks, Eagles, and Kites)","Moderate","Uncertain","Uncertain","Moderate","Diurnal","Diurnal","Vertebrate & Carrion","No","No","No","None","Wetland","Resident",NA,NA,"Grey-headed Fish Eagle","Haliaeetus ichthyaetus","Grey-headed Fish-eagle","Icthyophaga ichthyaetus","Near Threatened","Schedule-I","Appendix II","Appendix II",NA,"X","X","X",178,0.123595505617978,0.27247191011236,0.353932584269663,13.9101123595506,0.994331853952773,32.3519897553995,43.2894606167523,58.7789836135973,-9.89294344390101,-5.50819615352549,-1.12344886314997,48.3341733095506,63.3813017962183,83.5528231544768,44.2795675822144,60.9328415981252,84.4679019970621,40.540179603651,58.6120555388331,85.5774364252641,37.1119433451274,56.4114601400448,86.8461392219703,33.9790275262255,54.3240593759469,88.2553685443985,31.120972863206,52.3433105193897,89.7954928996162,28.5160233286778,50.4630925348543,91.4621236777832,"Declining","Declining","High"
"Rough-legged Hawk","Buteo lagopus","rolhaw","Accipitriformes","Accipitridae (Hawks, Eagles, and Kites)",NA,NA,NA,NA,"Diurnal","Diurnal","Vertebrate & Carrion","No","No","No","None","None","Uncertain",NA,1,"Rough-legged Buzzard","Buteo lagopus","Rough-legged Buzzard","Buteo lagopus","Least Concern","Schedule-II","Appendix II","Appendix II",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Common Buzzard","Buteo buteo","combuz1","Accipitriformes","Accipitridae (Hawks, Eagles, and Kites)","Low","Data Deficient","Uncertain","Moderate","Diurnal","Diurnal","Vertebrate & Carrion","No","No","No","None","None","Winter Migrant",NA,NA,"Common Buzzard","Buteo buteo","Eurasian Buzzard","Buteo buteo","Least Concern","Schedule-I","Appendix II","Appendix II",NA,"X","X","X",501,0.0718562874251497,0.266467065868263,0.339321357285429,13.9301397205589,0.594272384123649,38.5820386233669,49.3473345334336,62.686387536884,-3.37804502042759,1.76612759917985,6.91030021878728,86.2004164847267,108.824828018823,137.910979572034,82.9893570856515,109.224514900009,144.518268434325,79.8422851510029,109.666028421583,151.705638533184,76.7934571638429,110.149872037223,159.460652167936,73.8589495974557,110.676600005306,167.792383113258,71.0453663940379,111.246818436885,176.722890219851,68.3541638744648,111.861186447686,186.283098590068,"Declining","eBird Data Indecisive","Moderate"
"Himalayan Buzzard","Buteo refectus","combuz9","Accipitriformes","Accipitridae (Hawks, Eagles, and Kites)","Low","Uncertain","Uncertain",NA,"Diurnal","Diurnal","Vertebrate & Carrion","No","No","No","None","None","Resident & Winter Migrant",NA,NA,"Himalayan Buzzard","Buteo refectus","Himalayan Buzzard","Buteo refectus","Least Concern","Schedule-I","Appendix II","Appendix II",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Long-legged Buzzard","Buteo rufinus","lolbuz1","Accipitriformes","Accipitridae (Hawks, Eagles, and Kites)","Low","Uncertain","Uncertain","Moderate","Diurnal","Diurnal","Vertebrate & Carrion","No","No","No","None","None","Winter Migrant",NA,NA,"Long-legged Buzzard","Buteo rufinus","Long-legged Buzzard","Buteo rufinus","Least Concern","Schedule-I","Appendix II","Appendix II",NA,"X","X","X",405,0.0938271604938272,0.243827160493827,0.296296296296296,11.2320987654321,0.63485528979478,6.72760280239808,32.826676202176,174.475669539761,-38.9716945898808,5.92791593371662,50.827526457314,26.6128337852584,86.8487879017707,321.034739909285,21.8819570148257,87.3526386388334,414.705935510753,18.2763906231205,89.4016705226438,551.271265922997,15.541419565383,93.1001983618328,752.131643705742,13.4713652212845,98.6370533059703,1051.33251567557,11.9091476893259,106.299853636625,1503.43670614482,10.7375332059597,116.497115339894,2196.80075326759,"eBird Data Indecisive","eBird Data Indecisive","Low"
"Upland Buzzard","Buteo hemilasius","uplbuz1","Accipitriformes","Accipitridae (Hawks, Eagles, and Kites)",NA,NA,NA,NA,"Diurnal","Diurnal","Vertebrate & Carrion","No","No","No","None","Alpine & Cold Desert","Resident & Altitudinal Migrant",NA,NA,"Upland Buzzard","Buteo hemilasius","Upland Buzzard","Buteo hemilasius","Least Concern","Schedule-I","Appendix II","Appendix II",NA,"","","",65,0.123076923076923,0.292307692307692,0.415384615384615,9.50769230769231,1.44217290857402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Australasian Grass-Owl","Tyto longimembris","ausgro1","Strigiformes","Tytonidae (Barn-Owls)",NA,NA,NA,NA,"Nocturnal","Nocturnal","Vertebrate & Carrion","No","No","No","None","Grassland","Resident",NA,NA,"Eastern Grass Owl","Tyto longimembris","Eastern Grass-owl","Tyto longimembris","Least Concern","Schedule-II","Appendix II","",NA,"","","",9,NA,0.266666666666667,0.333333333333333,16.2222222222222,2.00781190403267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Barn Owl","Tyto alba","brnowl","Strigiformes","Tytonidae (Barn-Owls)",NA,NA,NA,NA,"Nocturnal","Nocturnal","Vertebrate & Carrion","No","No","No","None","None","Resident",NA,NA,"Common Barn Owl","Tyto alba","Common Barn-owl","Tyto alba","Least Concern","Schedule-I","Appendix II","",NA,"","","",876,0.0376712328767123,0.24115296803653,0.323059360730594,13.6769406392694,0.455003604998125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
