"eBird.English.Name.2022","eBird.Scientific.Name.2022","eBird.Code","Order","Family","SOIB.Concern.Status","SOIB.Long.Term.Status","SOIB.Current.Status","SOIB.Range.Status","Breeding.Activity.Period","Non.Breeding.Activity.Period","Diet.Guild","India.Endemic","Subcontinent.Endemic","Himalayas.Endemic","Endemic.Region","Habitat.Specialization","Migratory.Status.Within.India","Essential","Discard","India.Checklist.Common.Name","India.Checklist.Scientific.Name","BLI.Common.Name","BLI.Scientific.Name","IUCN.Category","WPA.Schedule","CITES.Appendix","CMS.Appendix","Onepercent.Estimates","Long.Term.Analysis","Current.Analysis","Selected.SOIB","totalrange25km","proprange25km2000","proprange25km.current","proprange25km2022","mean5km","ci5km","longtermlci","longtermmean","longtermrci","currentslopelci","currentslopemean","currentsloperci","proj2023.lci","proj2023.mean","proj2023.rci","proj2024.lci","proj2024.mean","proj2024.rci","proj2025.lci","proj2025.mean","proj2025.rci","proj2026.lci","proj2026.mean","proj2026.rci","proj2027.lci","proj2027.mean","proj2027.rci","proj2028.lci","proj2028.mean","proj2028.rci","proj2029.lci","proj2029.mean","proj2029.rci","SOIBv2.Long.Term.Status","SOIBv2.Current.Status","SOIBv2.Priority.Status"
"Banasura Laughingthrush","Montecincla jerdoni","bkclau1","Passeriformes","Leiothrichidae (Laughingthrushes and Allies)","High","Data Deficient","Data Deficient","Very Restricted","Diurnal","Diurnal","","Yes","Yes","No","Western Ghats","Forest","Resident",NA,NA,"Banasura Laughingthrush","Montecincla jerdoni","Banasura Chilappan","Montecincla jerdoni","Endangered","Schedule-I","","Appendix II",NA,"","","X",4,NA,0.375,0.25,24.5,0.565803263805833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eBird Data Deficient","eBird Data Deficient","High"
"Nilgiri Laughingthrush","Montecincla cachinnans","bkclau2","Passeriformes","Leiothrichidae (Laughingthrushes and Allies)","High","Uncertain","Uncertain","Very Restricted","Diurnal","Diurnal","Invertebrate","Yes","Yes","No","Western Ghats","Forest & Plantation","Resident",NA,NA,"Nilgiri Laughingthrush","Montecincla cachinnans","Nilgiri Chilappan","Montecincla cachinnans","Endangered","Schedule-I","","Appendix II",NA,"X","X","X",9,0.555555555555556,0.569444444444444,0.666666666666667,23.7777777777778,0.96782561432992,25.9614006177085,37.3620328723446,55.6482764609102,-3.49458109109617,4.56657124448114,12.6277235800585,104.154256808576,152.088870641716,224.082568661841,105.67345363329,165.020360058336,260.938719175842,107.122672415441,179.17529543887,304.760112375798,108.573920521198,194.679280001462,356.753787697821,110.071701324044,211.671701837142,418.404460407398,111.645825058365,230.307335526459,491.51243576335,113.317917204611,250.758139431032,578.248481764468,"Declining","eBird Data Indecisive","High"
"Palani Laughingthrush","Montecincla fairbanki","kerlau2","Passeriformes","Leiothrichidae (Laughingthrushes and Allies)","Moderate","Uncertain","Uncertain","Restricted","Diurnal","Diurnal","Fruit & Nect","Yes","Yes","No","Western Ghats","Forest & Plantation","Resident",NA,NA,"Palani Laughingthrush","Montecincla fairbanki","Palani Chilappan","Montecincla fairbanki","Near Threatened","Schedule-II","","Appendix II",NA,"X","X","X",18,0.222222222222222,0.527777777777778,0.5,21.9444444444444,1.79603573790245,38.5814378132855,58.2574441720768,90.8420451522962,-6.95100194494602,1.39944617167311,9.74989428829223,70.527572321726,100.778432763022,145.475860233069,65.5531144972623,99.78116954132,154.041055112942,60.904236851105,98.8959625745809,163.643017179459,56.5985262720021,98.1205738145126,174.298269851009,52.6298567134004,97.4531182026389,186.063039097214,48.9814476316985,96.8920559977861,199.020810867027,45.6321002234352,96.4361868865058,213.276971383791,"eBird Data Indecisive","eBird Data Indecisive","Moderate"
"Ashambu Laughingthrush","Montecincla meridionalis","kerlau3","Passeriformes","Leiothrichidae (Laughingthrushes and Allies)","High","Data Deficient","Data Deficient","Very Restricted","Diurnal","Diurnal","","Yes","Yes","No","Western Ghats","Forest","Resident",NA,NA,"Ashambu Laughingthrush","Montecincla meridionalis","Ashambu Chilappan","Montecincla meridionalis","Vulnerable","Schedule-I","","Appendix II",NA,"","","X",6,0.666666666666667,0.388888888888889,0.333333333333333,22.3333333333333,1.40124389184911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eBird Data Deficient","eBird Data Deficient","High"
"Long-tailed Sibia","Heterophasia picaoides","lotsib1","Passeriformes","Leiothrichidae (Laughingthrushes and Allies)",NA,NA,NA,NA,"Diurnal","Diurnal","Omnivore","No","No","No","None","Forest","Resident",NA,NA,"Long-tailed Sibia","Heterophasia picaoides","Long-tailed Sibia","Heterophasia picaoides","Least Concern","Schedule-II","","Appendix II",NA,"","","",48,0.145833333333333,0.286458333333333,0.333333333333333,9.52083333333333,1.42946450797172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rufous Sibia","Heterophasia capistrata","rufsib1","Passeriformes","Leiothrichidae (Laughingthrushes and Allies)","Low","Uncertain","Uncertain","Moderate","Diurnal","Diurnal","Omnivore","No","No","Yes","Himalayas","Forest & Plantation","Resident & Altitudinal Migrant",NA,NA,"Rufous Sibia","Heterophasia capistrata","Rufous Sibia","Heterophasia capistrata","Least Concern","Schedule-II","","Appendix II",NA,"X","X","X",164,0.201219512195122,0.524390243902439,0.591463414634146,11.7926829268293,0.923525564878372,104.774965553898,140.870093894293,190.566655011718,-3.63742951347508,1.84717608851441,7.3317816905039,91.4396862897112,115.690989915195,147.051757229252,89.7826839995215,118.455137072919,157.291735546325,88.1080213187502,121.345219662468,168.562740987187,86.4546490978866,124.367141487379,180.905422872537,84.8436175882611,127.527140473644,194.387070095666,83.2864672784788,130.831808570121,209.094095450412,81.7894242257496,134.288112946556,225.128816141124,"eBird Data Indecisive","eBird Data Indecisive","Low"
"Beautiful Sibia","Heterophasia pulchella","beasib1","Passeriformes","Leiothrichidae (Laughingthrushes and Allies)","Moderate","Data Deficient","Data Deficient","Restricted","Diurnal","Diurnal","Invertebrate","No","No","Yes","Eastern Himalayas","Forest","Resident & Altitudinal Migrant",NA,NA,"Beautiful Sibia","Heterophasia pulchella","Beautiful Sibia","Heterophasia pulchella","Least Concern","Schedule-II","","Appendix II",NA,"","","X",55,0.0909090909090909,0.311363636363636,0.381818181818182,6.92727272727273,1.14281512590566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eBird Data Deficient","eBird Data Deficient","Moderate"
"Gray Sibia","Heterophasia gracilis","grysib1","Passeriformes","Leiothrichidae (Laughingthrushes and Allies)","Moderate","Data Deficient","Data Deficient","Restricted","Diurnal","Diurnal","Invertebrate","No","No","Yes","Eastern Himalayas","Forest","Resident & Altitudinal Migrant",NA,NA,"Grey Sibia","Heterophasia gracilis","Grey Sibia","Heterophasia gracilis","Least Concern","Schedule-II","","Appendix II",NA,"","","X",48,0.0416666666666667,0.380208333333333,0.5625,7.89583333333333,1.24241142760253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eBird Data Deficient","eBird Data Deficient","Moderate"
"Hoary-throated Barwing","Actinodura nipalensis","hotbar1","Passeriformes","Leiothrichidae (Laughingthrushes and Allies)","Moderate","Data Deficient","Uncertain","Restricted","Diurnal","Diurnal","Invertebrate","No","No","Yes","Eastern Himalayas","Forest","Resident",NA,NA,"Hoary-throated Barwing","Actinodura nipalensis","Hoary-throated Barwing","Sibia nipalensis","Least Concern","Schedule-II","","Appendix II",NA,"X","X","X",24,0.375,0.453125,0.458333333333333,14.1666666666667,2.65035372718946,29.1483985540413,44.7232950679879,68.0894480504498,-13.1814864093207,-5.45700547428429,2.2674754607521,38.1726624353765,66.8821997321561,119.400376850686,34.257379544977,66.2410973597638,131.46834840377,30.7232785556778,65.694911376621,145.456369158404,27.5640444296054,65.2414998340391,161.543941349089,24.7539623797367,64.8790997368399,179.982904663832,22.2606473823654,64.6063155832905,201.089983389429,20.0507427965585,64.422110238434,225.247971776796,"Declining","eBird Data Indecisive","High"
"Streak-throated Barwing","Actinodura waldeni","sttbar1","Passeriformes","Leiothrichidae (Laughingthrushes and Allies)","Moderate","Data Deficient","Uncertain","Restricted","Diurnal","Diurnal","Omnivore","No","No","Yes","Eastern Himalayas","Forest","Resident",NA,NA,"Streak-throated Barwing","Actinodura waldeni","Streak-throated Barwing","Sibia waldeni","Least Concern","Schedule-II","","Appendix II",NA,"","","X",26,0.0384615384615385,0.230769230769231,0.307692307692308,8.80769230769231,1.84512219893266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eBird Data Deficient","eBird Data Deficient","Moderate"
"Blue-winged Minla","Actinodura cyanouroptera","blwmin1","Passeriformes","Leiothrichidae (Laughingthrushes and Allies)","Low","Data Deficient","Uncertain","Moderate","Diurnal","Diurnal","Omnivore","No","No","No","None","Forest","Resident & Altitudinal Migrant",NA,NA,"Blue-winged Minla","Actinodura cyanouroptera","Blue-winged Minla","Siva cyanouroptera","Least Concern","Schedule-II","","Appendix II",NA,"","X","X",138,0.0942028985507246,0.404891304347826,0.5,10.9347826086957,1.03563788774874,NA,NA,NA,-3.89545259717304,0.986582302357711,5.86861720188846,88.1995735283796,111.158822444424,140.709341369294,86.6532035497078,113.801276244216,150.368727865695,85.0808221582399,116.551937974711,160.972300301175,83.5198691559533,119.415747765303,172.55315583814,81.9908153657288,122.397912193076,185.168819381657,80.5050908315529,125.503919886769,198.894054795211,79.0690510872511,128.739558122207,213.817721547537,"eBird Data Deficient","eBird Data Indecisive","Low"
"Chestnut-tailed Minla","Actinodura strigula","chtmin1","Passeriformes","Leiothrichidae (Laughingthrushes and Allies)","Low","Uncertain","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","None","Forest","Resident & Altitudinal Migrant",NA,NA,"Chestnut-tailed Minla","Actinodura strigula","Bar-throated Minla","Chrysominla strigula","Least Concern","Schedule-II","","Appendix II",NA,"X","X","X",140,0.192857142857143,0.375892857142857,0.471428571428571,11.2857142857143,0.973083506586853,43.9920856830599,61.8458963170599,85.3843027020424,-6.17982698511456,-0.856815965866415,4.46619505338174,69.4682695277728,91.322340200571,120.721050244447,65.5182564664173,90.4186227850352,125.752171235063,61.7527752153489,89.5702477566963,131.270962462781,58.1948304641699,88.7758611481005,137.254707037999,54.8493701020427,88.0342033667757,143.703006618237,51.7124928550128,87.3441059465272,150.628564452178,48.77594995673,86.7044885528566,158.052711235938,"eBird Data Indecisive","eBird Data Indecisive","Low"
"Rusty-fronted Barwing","Actinodura egertoni","rufbar1","Passeriformes","Leiothrichidae (Laughingthrushes and Allies)","Low","Data Deficient","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","Yes","Eastern Himalayas","Forest","Resident & Altitudinal Migrant",NA,NA,"Rusty-fronted Barwing","Actinodura egertoni","Rusty-fronted Barwing","Actinodura egertoni","Least Concern","Schedule-II","","Appendix II",NA,"","X","X",85,0.117647058823529,0.355882352941176,0.505882352941176,9.29411764705882,1.26913337186087,NA,NA,NA,-7.52636662670703,0.837641568847222,9.20164976440147,71.2944042853467,104.46282065173,154.981811715187,67.4769818399069,105.764942408423,168.679665075637,63.8502061313192,107.218118181098,184.269347047082,60.4477022211926,108.828778214292,201.906667009538,57.2777585027292,110.604066677016,221.809474640267,54.3364064177512,112.551892104696,244.249308567669,51.6137899583599,114.680983475892,269.550656979891,"eBird Data Deficient","eBird Data Indecisive","Low"
"Red-billed Leiothrix","Leiothrix lutea","reblei","Passeriformes","Leiothrichidae (Laughingthrushes and Allies)","Low","Uncertain","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","None","Forest","Resident & Altitudinal Migrant",NA,NA,"Red-billed Leiothrix","Leiothrix lutea","Red-billed Leiothrix","Leiothrix lutea","Least Concern","Schedule-II","Appendix II","Appendix II",NA,"X","X","X",130,0.107692307692308,0.401923076923077,0.484615384615385,11.9846153846154,1.1412789119994,162.134241918757,214.206077016728,284.579337735344,-6.27599042888843,-1.6534152210396,2.96915998680923,74.9787439032044,94.7347106561478,120.169627434075,72.9655457111243,96.1195660876518,127.319275272493,70.9572227721506,97.5600061568388,135.12784628641,68.9855806705891,99.057959103782,143.603093755511,67.0672059839368,100.615451189575,152.772321141682,65.2106354572865,102.23461160064,162.675582478715,63.4199328904566,103.917677645997,173.362517163764,"Rapid Increase","eBird Data Indecisive","Low"
"Silver-eared Mesia","Leiothrix argentauris","siemes1","Passeriformes","Leiothrichidae (Laughingthrushes and Allies)","Low","Data Deficient","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","None","Forest","Resident",NA,NA,"Silver-eared Mesia","Leiothrix argentauris","Silver-eared Mesia","Leiothrix argentauris","Least Concern","Schedule-II","Appendix II","Appendix II",NA,"","X","X",145,0.117241379310345,0.330172413793103,0.475862068965517,8.26206896551724,0.976053408803585,NA,NA,NA,-10.0463408455223,-5.50195992984952,-0.957579014176694,47.6067131175504,65.8954212710359,91.7689297798612,43.7572869167864,64.1817843267338,94.9442164246448,40.177709209721,62.5391456215564,98.4611569173259,36.8746450693096,60.9643159266832,102.289196599131,33.8397505430561,59.454271443164,106.417827472833,31.0580846492361,58.0061446203683,110.847854002454,28.5121188280741,56.6172155229209,115.58711541721,"eBird Data Deficient","eBird Data Indecisive","Low"
"Red-tailed Minla","Minla ignotincta","retmin1","Passeriformes","Leiothrichidae (Laughingthrushes and Allies)","Moderate","Data Deficient","Data Deficient","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","None","Forest","Resident & Altitudinal Migrant",NA,NA,"Red-tailed Minla","Minla ignotincta","Red-tailed Minla","Minla ignotincta","Least Concern","Schedule-II","","Appendix II",NA,"","X","X",72,0.194444444444444,0.413194444444444,0.583333333333333,9.73611111111111,1.48487424872133,NA,NA,NA,-3.96147595486334,3.22209364873089,10.4056632523251,88.1249922201311,122.941827539165,172.876054982545,85.3905558577797,126.382853926188,189.123884348319,82.6796962112744,130.008149261658,207.4608548628,80.0437698749346,133.828245791136,228.057643847344,77.5082133832916,137.85441993301,251.14343788452,75.0849169112499,142.09875059261,276.997986756904,72.7783888820786,146.574182618168,305.950563027359,"eBird Data Deficient","eBird Data Indecisive","Low"
"Rufous-backed Sibia","Leioptila annectens","rubsib1","Passeriformes","Leiothrichidae (Laughingthrushes and Allies)","Moderate","Data Deficient","Data Deficient",NA,"Diurnal","Diurnal","Invertebrate","No","No","No","None","Forest","Resident",NA,NA,"Rufous-backed Sibia","Leioptila annectens","Rufous-backed Sibia","Leioptila annectens","Least Concern","Schedule-II","","Appendix II",NA,"","","",39,0.0769230769230769,0.28525641025641,0.307692307692308,7.92307692307692,1.50239284557376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bugun Liocichla","Liocichla bugunorum","buglio1","Passeriformes","Leiothrichidae (Laughingthrushes and Allies)","High","Data Deficient","Data Deficient","Very Restricted","Diurnal","Diurnal","Omnivore","Yes","Yes","Yes","Eastern Himalayas","Forest","Resident",NA,NA,"Bugun Liocichla","Liocichla bugunorum","Bugun Liocichla","Liocichla bugunorum","Critically Endangered","Schedule-I","","Appendix II",NA,"","X","X",1,NA,1,1,17,NA,NA,NA,NA,-42.4068494818086,21.9373967328898,86.2816429475883,43.8091241712666,140.616409327305,505.314266635734,34.508056920504,136.201768089544,629.85696620441,27.3461524068527,133.36636361833,805.112763393856,21.8446373743272,132.010336192421,1053.20608155328,17.6083973849776,132.079073826209,1408.13712870209,14.3302030907805,133.559539558792,1922.31771237517,11.7771351126421,136.478521494618,2677.17190785783,"eBird Data Deficient","eBird Data Indecisive","High"
"Red-faced Liocichla","Liocichla phoenicea","reflio2","Passeriformes","Leiothrichidae (Laughingthrushes and Allies)","Low","Data Deficient","Uncertain","Moderate","Diurnal","Diurnal","Omnivore","No","No","No","None","Forest","Resident",NA,NA,"Red-faced Liocichla","Liocichla phoenicea","Red-faced Liocichla","Liocichla phoenicea","Least Concern","Schedule-II","","Appendix II",NA,"","X","X",63,0.0317460317460317,0.311507936507937,0.412698412698413,9.65079365079365,1.50934664009569,NA,NA,NA,-11.1881182690248,-3.99328801276021,3.20154224350437,47.1648079761232,77.8728300190071,130.532859020736,43.3846843343611,78.2703053721436,144.211442901792,39.8701830970237,78.7520187654908,159.996122097608,36.6394434288172,79.3193608968785,178.095313567343,33.6874592556475,79.9740127707261,198.791558950918,30.9989892780621,80.7179546746002,222.4353433426,28.5546840458256,81.5534768344316,249.447186235621,"eBird Data Deficient","eBird Data Indecisive","Low"
"Large Gray Babbler","Argya malcolmi","lagbab2","Passeriformes","Leiothrichidae (Laughingthrushes and Allies)","Low","Stable","Uncertain","Very Large","Diurnal","Diurnal","Invertebrate","No","Yes","No","Indian Subcontinent","None","Resident",NA,NA,"Large Grey Babbler","Argya malcolmi","Large Grey Babbler","Argya malcolmi","Least Concern","Schedule-II","","Appendix II",NA,"X","X","X",1852,0.060475161987041,0.361231101511879,0.467062634989201,9.32343412526998,0.286803295379402,68.7572000740117,80.9810479528656,95.9671278575531,-2.26873323155126,0.933489965016231,4.13571316158373,90.4677317117119,104.026737189598,119.815193236995,88.1937986341419,103.977367815566,122.867117816045,85.9356759332484,103.94584671676,126.116901416954,83.7161648221752,103.93211771576,129.543344024407,81.5472206545391,103.93613397624,133.136488072228,79.4350505487593,103.957857921612,136.892525059675,77.3826525275761,103.99726116182,140.81126165774,"eBird Data Indecisive","eBird Data Indecisive","Low"
"Slender-billed Babbler","Argya longirostris","slbbab1","Passeriformes","Leiothrichidae (Laughingthrushes and Allies)","High","Data Deficient","Data Deficient","Restricted","Diurnal","Diurnal","Invertebrate","No","Yes","No","Indian Subcontinent","Wetland","Resident",NA,NA,"Slender-billed Babbler","Argya longirostris","Slender-billed Babbler","Argya longirostris","Vulnerable","Schedule-I","","Appendix II",NA,"","","X",15,0.0666666666666667,0.375,0.333333333333333,12.1333333333333,2.62868822376823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eBird Data Deficient","eBird Data Deficient","High"
"Rufous Babbler","Argya subrufa","rufbab3","Passeriformes","Leiothrichidae (Laughingthrushes and Allies)","Moderate","Uncertain","Strong Decline","Moderate","Diurnal","Diurnal","Invertebrate","Yes","Yes","No","Western Ghats","Grassland & Scrub","Resident",NA,NA,"Rufous Babbler","Argya subrufa","Rufous Babbler","Argya subrufa","Least Concern","Schedule-II","","Appendix II",NA,"X","X","X",179,0.162011173184358,0.56354748603352,0.608938547486033,19.5754189944134,0.798462025394503,38.3504713856276,48.3517018890589,61.7768169216332,-4.88877874375735,-1.22360464195253,2.44156945985229,79.6417720352025,95.0727828300984,113.788166453091,77.6735350421075,95.7027118334213,118.342405195209,75.7109641008876,96.3602322309321,123.233323594603,73.7796864414097,97.0458582361432,128.446221763281,71.8932271505166,97.7601300441166,133.979639174629,70.0586966870774,98.5036145950895,139.839720538544,68.2796265028591,99.2769063820577,146.037438872869,"Declining","eBird Data Indecisive","Moderate"
"Jungle Babbler","Argya striata","junbab2","Passeriformes","Leiothrichidae (Laughingthrushes and Allies)","Low","Stable","Uncertain","Very Large","Diurnal","Diurnal","Omnivore","No","Yes","No","Indian Subcontinent","None","Resident",NA,NA,"Jungle Babbler","Argya striata","Jungle/Black-winged Babbler","Argya striata/somervillei","Least Concern","Schedule-II","","Appendix II",NA,"X","X","X",2785,0.0836624775583483,0.429488330341113,0.542190305206463,8.94470377019749,0.237691487078831,101.603488803865,117.40805687676,135.893127912079,-2.15509523637774,0.333165763738294,2.82142676385432,92.3980137306126,103.294812733152,115.603852372302,91.1522150037606,103.953091350553,118.733317023488,89.8875322879791,104.628160476499,122.035754646794,88.6230601731139,105.320306097048,125.495579026185,87.3695367660393,106.029822761604,129.105789806615,86.1332303671944,106.757013805934,132.864093563287,84.917880068303,107.502191582654,136.770971440813,"eBird Data Indecisive","Stable","Low"
"Yellow-billed Babbler","Argya affinis","yebbab1","Passeriformes","Leiothrichidae (Laughingthrushes and Allies)","Low","Uncertain","Uncertain","Large","Diurnal","Diurnal","Omnivore","No","Yes","No","Indian Subcontinent","None","Resident",NA,NA,"Yellow-billed Babbler","Argya affinis","Yellow-billed Babbler","Argya affinis","Least Concern","Schedule-II","","Appendix II",NA,"X","X","X",803,0.119551681195517,0.561176836861768,0.63760896637609,12.6986301369863,0.501899618319691,86.9645061636146,102.688397228237,121.58064574831,-2.28271721868086,0.602366223538495,3.48744966575785,91.8619105350523,104.636451503176,119.355941277222,90.3519725217891,105.33848012146,123.052591474239,88.8269593634949,106.061173148201,126.973009909527,87.3089880442847,106.804876162514,131.100364476798,85.8103183410417,107.569946321207,135.428082804372,84.3379469225629,108.356752641145,139.955273221444,82.8959006952823,109.165676292209,144.684447572637,"Stable","Stable","Low"
"Common Babbler","Argya caudata","combab3","Passeriformes","Leiothrichidae (Laughingthrushes and Allies)","Low","Stable","Uncertain","Large","Diurnal","Diurnal","Omnivore","No","Yes","No","Indian Subcontinent","Open Habitat","Resident",NA,NA,"Common Babbler","Argya caudata","Common Babbler","Argya caudata","Least Concern","Schedule-II","","Appendix II",NA,"X","X","X",1441,0.0638445523941707,0.325468424705066,0.401110340041638,9.67800138792505,0.313905559915877,53.6330557778279,63.5748322014245,76.2033631046812,-3.80059218729216,-0.672853459011166,2.45488526926983,78.0205013237452,90.8124353424415,105.897047324325,74.5368973552296,89.1418007527317,106.882607350449,71.1721185249079,87.5175982569587,107.987215289035,67.9427846976297,85.9384006260137,109.18443168798,64.8546042382624,84.4028318008451,110.459442158484,61.9077197759521,82.9095648956374,111.803671849112,59.0993467781185,81.4573202876799,113.212110003481,"Stable","eBird Data Indecisive","Low"
"Striated Babbler","Argya earlei","strbab1","Passeriformes","Leiothrichidae (Laughingthrushes and Allies)","Low","Data Deficient","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","None","Wetland","Resident",NA,NA,"Striated Babbler","Argya earlei","Striated Babbler","Argya earlei","Least Concern","Schedule-II","","Appendix II",NA,"X","X","X",259,0.0656370656370656,0.31949806949807,0.409266409266409,10.972972972973,0.770064263916172,105.199960573308,141.095089925978,193.100361798783,-6.11152833216967,-1.23154530709898,3.64843771797171,71.9675283584778,93.1106510717394,121.105378457687,68.9302824427531,93.363029716792,127.393842018234,65.9793165171186,93.6614375233817,134.280640879776,63.1440924201544,94.0063970121128,141.76105390446,60.4370276776426,94.3985059139692,149.851873092849,57.861791817072,94.8384391451193,158.583363731896,55.4174117888907,95.3269510144527,167.99545712944,"eBird Data Indecisive","eBird Data Indecisive","Low"
"Spot-breasted Laughingthrush","Garrulax merulinus","spblau1","Passeriformes","Leiothrichidae (Laughingthrushes and Allies)","Moderate","Data Deficient","Data Deficient","Restricted","Diurnal","Diurnal","Invertebrate","No","No","Yes","Eastern Himalayas","Forest","Resident",NA,NA,"Spot-breasted Laughingthrush","Garrulax merulinus","Spot-breasted Laughingthrush","Garrulax merulinus","Least Concern","Schedule-II","","Appendix II",NA,"","","X",20,0.05,0.216666666666667,0.2,8.3,1.62187701526089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eBird Data Deficient","eBird Data Deficient","Moderate"
"Lesser Necklaced Laughingthrush","Garrulax monileger","lenlau1","Passeriformes","Leiothrichidae (Laughingthrushes and Allies)","Low","Data Deficient","Uncertain","Moderate","Diurnal","Diurnal","Omnivore","No","No","No","None","Forest","Resident",NA,NA,"Lesser Necklaced Laughingthrush","Garrulax monileger","Lesser Necklaced Laughingthrush","Garrulax monileger","Least Concern","Schedule-II","","Appendix II",NA,"","X","X",116,0.103448275862069,0.28125,0.379310344827586,10.5603448275862,1.08269510933967,NA,NA,NA,-7.95724218844574,1.29750609321359,10.5522543748729,61.461030787443,92.9945865080744,142.339510154502,55.3019080133378,90.0568471515091,149.035209281923,49.7195472081059,87.2910950305022,156.603254325082,44.6980210473305,84.686993976807,165.019846949643,40.1989270151378,82.2349691516243,174.303627153519,36.1762404455817,79.9261492401839,184.499853542925,32.5830182961924,77.7523135410005,195.673097302867,"eBird Data Deficient","eBird Data Indecisive","Low"
"White-crested Laughingthrush","Garrulax leucolophus","whclau2","Passeriformes","Leiothrichidae (Laughingthrushes and Allies)","Low","Uncertain","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","None","Forest","Resident",NA,NA,"White-crested Laughingthrush","Garrulax leucolophus","White-crested Laughingthrush","Garrulax leucolophus","Least Concern","Schedule-II","","Appendix II",NA,"X","X","X",185,0.156756756756757,0.357432432432432,0.437837837837838,11.0162162162162,0.922149896805481,81.7906465373451,106.135245203923,137.962575256309,-4.69231752309982,-0.274447292867302,4.14342293736522,79.7993189543759,100.831916026604,127.905383319216,77.4611319686785,102.034257977228,135.133997448953,75.1403124708922,103.284759605855,143.005831368448,72.8703841698988,104.584827153544,151.52066873389,70.6684505453594,105.935933660854,160.698405054471,68.5429602509408,107.339621735835,170.571542564477,66.4975771472738,108.797506470823,181.181608642185,"eBird Data Indecisive","eBird Data Indecisive","Low"
"Rufous-chinned Laughingthrush","Ianthocincla rufogularis","ruclau1","Passeriformes","Leiothrichidae (Laughingthrushes and Allies)","Low","Data Deficient","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","Yes","Himalayas","Forest","Resident",NA,NA,"Rufous-chinned Laughingthrush","Ianthocincla rufogularis","Rufous-chinned Laughingthrush","Ianthocincla rufogularis","Least Concern","Schedule-II","","Appendix II",NA,"","X","X",59,0.135593220338983,0.353813559322034,0.355932203389831,15.271186440678,1.40709566982978,NA,NA,NA,-8.86092552091745,-0.406288213057506,8.04834909480244,62.8551347076656,104.561913116846,176.172448940618,59.6417450107786,108.588734894607,201.239361519052,56.5230827302944,112.871771637537,230.796337700234,53.5508890083303,117.429005101306,265.512538255033,50.7463407351086,122.279858955664,306.229873173727,48.115166947734,127.445323127353,353.974642369262,45.6551158121249,132.94808963972,409.982326710982,"eBird Data Deficient","eBird Data Indecisive","Low"
"Moustached Laughingthrush","Ianthocincla cineracea","moulau1","Passeriformes","Leiothrichidae (Laughingthrushes and Allies)","High","Data Deficient","Data Deficient","Very Restricted","Diurnal","Diurnal","Invertebrate","No","No","Yes","Eastern Himalayas","Forest","Resident",NA,NA,"Moustached Laughingthrush","Ianthocincla cineracea","Western Moustached Laughingthrush","Ianthocincla cineracea","Least Concern","Schedule-I","","Appendix II",NA,"","","X",9,NA,0.238095238095238,0.222222222222222,8,2.95809247845822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eBird Data Deficient","eBird Data Deficient","High"
