English Name,Scientific Name,BLI,GEN
Black-breasted Weaver,Ploceus benghalensis,Ploceus benghalensis,9
Indian Silverbill,Euodice malabarica,Euodice malabarica,6
Scaly-breasted Munia,Lonchura punctulata,Lonchura punctulata,7
Black-throated Munia,Lonchura kelaarti,Lonchura kelaarti,7
White-rumped Munia,Lonchura striata,Lonchura striata,6
Tricolored Munia,Lonchura malacca,Lonchura malacca,6
Chestnut Munia,Lonchura atricapilla,Lonchura atricapilla,6
Green Avadavat,Amandava formosa,Amandava formosa,6
Red Avadavat,Amandava amandava,Amandava amandava,7
Alpine Accentor,Prunella collaris,Prunella collaris,10
Altai Accentor,Prunella himalayana,Prunella himalayana,9
Robin Accentor,Prunella rubeculoides,Prunella rubeculoides,7
Rufous-breasted Accentor,Prunella strophiata,Prunella strophiata,7
Brown Accentor,Prunella fulvescens,Prunella fulvescens,7
Black-throated Accentor,Prunella atrogularis,Prunella atrogularis,7
Maroon-backed Accentor,Prunella immaculata,Prunella immaculata,7
House Sparrow,Passer domesticus,Passer domesticus,14
Spanish Sparrow,Passer hispaniolensis,Passer hispaniolensis,9
Sind Sparrow,Passer pyrrhonotus,Passer pyrrhonotus,7
Russet Sparrow,Passer cinnamomeus,Passer cinnamomeus,7
Eurasian Tree Sparrow,Passer montanus,Passer montanus,9
Yellow-throated Sparrow,Gymnoris xanthocollis,Gymnoris xanthocollis,8
Rock Sparrow,Petronia petronia,Petronia petronia,7
Pale Rockfinch,Carpospiza brachydactyla,Carpospiza brachydactyla,7
Black-winged Snowfinch,Montifringilla adamsi,Montifringilla adamsi,10
White-rumped Snowfinch,Montifringilla taczanowskii,Onychostruthus taczanowskii,10
Rufous-necked Snowfinch,Montifringilla ruficollis,Pyrgilauda ruficollis,9
Blanford's Snowfinch,Montifringilla blanfordi,Pyrgilauda blanfordi,10
Forest Wagtail,Dendronanthus indicus,Dendronanthus indicus,8
Gray Wagtail,Motacilla cinerea,Motacilla cinerea,6
Western Yellow Wagtail,Motacilla flava,Motacilla flava,6
Eastern Yellow Wagtail,Motacilla tschutschensis,Motacilla tschutschensis,8
Citrine Wagtail,Motacilla citreola,Motacilla citreola,9
White-browed Wagtail,Motacilla maderaspatensis,Motacilla maderaspatensis,9
White Wagtail,Motacilla alba,Motacilla alba,10
Richard's Pipit,Anthus richardi,Anthus richardi,7
Paddyfield Pipit,Anthus rufulus,Anthus rufulus,7
Long-billed Pipit,Anthus similis,Anthus similis,7
Blyth's Pipit,Anthus godlewskii,Anthus godlewskii,6
Tawny Pipit,Anthus campestris,Anthus campestris,7
Nilgiri Pipit,Anthus nilghiriensis,Anthus nilghiriensis,7
Upland Pipit,Anthus sylvanus,Anthus sylvanus,7
Meadow Pipit,Anthus pratensis,Anthus pratensis,7
Rosy Pipit,Anthus roseatus,Anthus roseatus,6
Tree Pipit,Anthus trivialis,Anthus trivialis,6
Olive-backed Pipit,Anthus hodgsoni,Anthus hodgsoni,6
Red-throated Pipit,Anthus cervinus,Anthus cervinus,7
Water Pipit,Anthus spinoletta,Anthus spinoletta,7
American Pipit,Anthus rubescens,Anthus rubescens,6
Common Chaffinch,Fringilla coelebs,Fringilla coelebs,18
Brambling,Fringilla montifringilla,Fringilla montifringilla,9
Black-and-yellow Grosbeak,Mycerobas icterioides,Mycerobas icterioides,8
Collared Grosbeak,Mycerobas affinis,Mycerobas affinis,8
Spot-winged Grosbeak,Mycerobas melanozanthos,Mycerobas melanozanthos,8
White-winged Grosbeak,Mycerobas carnipes,Mycerobas carnipes,10
Hawfinch,Coccothraustes coccothraustes,Coccothraustes coccothraustes,9
Common Rosefinch,Carpodacus erythrinus,Carpodacus erythrinus,7
Scarlet Finch,Carpodacus sipahi,Carpodacus sipahi,8
Blyth's Rosefinch,Carpodacus grandis,Carpodacus rhodochlamys,8
Himalayan Beautiful Rosefinch,Carpodacus pulcherrimus,Carpodacus pulcherrimus,6
Pink-rumped Rosefinch,Carpodacus waltoni,Carpodacus waltoni,7
Dark-rumped Rosefinch,Carpodacus edwardsii,Carpodacus edwardsii,7
Pink-browed Rosefinch,Carpodacus rodochroa,Carpodacus rodochroa,7
Spot-winged Rosefinch,Carpodacus rodopeplus,Carpodacus rodopeplus,7
Vinaceous Rosefinch,Carpodacus vinaceus,Carpodacus vinaceus,7
Pale Rosefinch,Carpodacus stoliczkae,Carpodacus stoliczkae,7
Sillem's Rosefinch,Carpodacus sillemi,Carpodacus sillemi,8
Streaked Rosefinch,Carpodacus rubicilloides,Carpodacus rubicilloides,9
Great Rosefinch,Carpodacus rubicilla,Carpodacus rubicilla,9
Red-fronted Rosefinch,Carpodacus puniceus,Carpodacus puniceus,9
Crimson-browed Finch,Carpodacus subhimachalus,Carpodacus subhimachalus,9
Three-banded Rosefinch,Carpodacus trifasciatus,Carpodacus trifasciatus,7
Himalayan White-browed Rosefinch,Carpodacus thura,Carpodacus thura,8
Chinese White-browed Rosefinch,Carpodacus dubius,Carpodacus dubius,7
Brown Bullfinch,Pyrrhula nipalensis,Pyrrhula nipalensis,11
Orange Bullfinch,Pyrrhula aurantiaca,Pyrrhula aurantiaca,8
Red-headed Bullfinch,Pyrrhula erythrocephala,Pyrrhula erythrocephala,9
Gray-headed Bullfinch,Pyrrhula erythaca,Pyrrhula erythaca,8
Crimson-winged Finch,Rhodopechys sanguineus,Rhodopechys sanguineus,9
Trumpeter Finch,Bucanetes githagineus,Bucanetes githagineus,7
Mongolian Finch,Bucanetes mongolicus,Bucanetes mongolicus,9
Blanford's Rosefinch,Agraphospiza rubescens,Agraphospiza rubescens,9
Gold-naped Finch,Pyrrhoplectes epauletta,Pyrrhoplectes epauletta,7
Spectacled Finch,Callacanthis burtoni,Callacanthis burtoni,10
Dark-breasted Rosefinch,Procarduelis nipalensis,Procarduelis nipalensis,8
Plain Mountain Finch,Leucosticte nemoricola,Leucosticte nemoricola,7
Black-headed Mountain Finch,Leucosticte brandti,Leucosticte brandti,6
Desert Finch,Rhodospiza obsoleta,Rhodospiza obsoleta,9
Yellow-breasted Greenfinch,Chloris spinoides,Chloris spinoides,7
Black-headed Greenfinch,Chloris ambigua,Chloris ambigua,7
Twite,Linaria flavirostris,Linaria flavirostris,6
Eurasian Linnet,Linaria cannabina,Linaria cannabina,8
Red Crossbill,Loxia curvirostra,Loxia curvirostra,9
European Goldfinch,Carduelis carduelis,Carduelis carduelis,7
Fire-fronted Serin,Serinus pusillus,Serinus pusillus,8
Tibetan Serin,Spinus thibetanus,Spinus thibetanus,7
Eurasian Siskin,Spinus spinus,Spinus spinus,8
Crested Bunting,Emberiza lathami,Emberiza lathami,8
Black-headed Bunting,Emberiza melanocephala,Emberiza melanocephala,9
Red-headed Bunting,Emberiza bruniceps,Emberiza bruniceps,9
Chestnut-eared Bunting,Emberiza fucata,Emberiza fucata,7
Rock Bunting,Emberiza cia,Emberiza cia,7
Godlewski's Bunting,Emberiza godlewskii,Emberiza godlewskii,7
White-capped Bunting,Emberiza stewarti,Emberiza stewarti,7
Yellowhammer,Emberiza citrinella,Emberiza citrinella,9
Pine Bunting,Emberiza leucocephalos,Emberiza leucocephalos,9
Gray-necked Bunting,Emberiza buchanani,Emberiza buchanani,7
Ortolan Bunting,Emberiza hortulana,Emberiza hortulana,8
Striolated Bunting,Emberiza striolata,Emberiza striolata,7
Reed Bunting,Emberiza schoeniclus,Emberiza schoeniclus,7
Yellow-breasted Bunting,Emberiza aureola,Emberiza aureola,7
Little Bunting,Emberiza pusilla,Emberiza pusilla,7
Rustic Bunting,Emberiza rustica,Emberiza rustica,7
Black-faced Bunting,Emberiza spodocephala,Emberiza spodocephala,8
Chestnut Bunting,Emberiza rutila,Emberiza rutila,8
Yellow-browed Bunting,Emberiza chrysophrys,Emberiza chrysophrys,7
Tristram's Bunting,Emberiza tristrami,Emberiza tristrami,7
